TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-41,A69-1602-8658,9/2/2020 21:51,4293.18,6252.51,5.0,34.41038,-119.556896,1,9.9,,,,,In_B In_C Off_A OS1,In_C Off_A OS1
2020-41,A69-1602-8658,9/2/2020 21:56,4174.55,6249.69,5.0,34.410354,-119.558186,1,4.2,,,,,In_B In_C Off_B OS1,In_C Off_B OS1
2020-41,A69-1602-8658,9/2/2020 21:57,4189.54,6286.03,5.0,34.410682,-119.558023,1,4.6,,,,,In_B In_C Off_B OS1,In_C Off_B OS1
2020-41,A69-1602-8658,9/2/2020 22:13,4100.54,6414.24,5.0,34.411838,-119.558991,2,4.9,,,,,In_B In_C Off_B OS1,In_B In_C Off_B OS1
2020-41,A69-1602-8658,9/2/2020 22:16,4027.1,6492.65,5.0,34.412544,-119.55979,5,4.3,,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1
2020-41,A69-1602-8658,9/2/2020 22:20,3894.63,6523.96,5.0,34.412826,-119.561231,2,4.8,,,,,In_A In_B Off_A OS1,In_A In_B Off_A OS1
2020-41,A69-1602-8658,9/2/2020 22:28,3642.76,6643.11,5.0,34.4139,-119.563971,1,6.4,,,,,In_A Off_A OS1,In_A Off_A OS1
2020-41,A69-1602-8658,9/2/2020 22:30,3643.92,6582.21,5.0,34.413351,-119.563958,1,4.6,,,,,In_A Off_A OS1,In_A Off_A OS1
2020-41,A69-1602-8658,9/2/2020 22:32,3626.73,6513.6,5.0,34.412733,-119.564145,2,3.2,,,,,In_A In_B Off_A OS1,In_A In_B Off_A OS1
2020-41,A69-1602-8658,9/2/2020 22:34,3558.23,6504.64,5.0,34.412652,-119.56489,1,3.4,,,,,In_A Off_A OS1,In_A Off_A OS1
2020-41,A69-1602-8658,9/2/2020 22:41,3628.63,6544.95,5.0,34.413015,-119.564125,4,3.6,,,,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1
2020-41,A69-1602-8658,9/2/2020 22:59,4347.96,6247.52,5.0,34.410335,-119.5563,1,5.9,,,,,In_B In_C Off_B OS1,In_C Off_B OS1
2020-41,A69-1602-8658,9/2/2020 23:04,4527.75,6070.2,5.0,34.408736,-119.554344,2,5.4,,,,,In_B In_C Off_B OS2,In_B In_C Off_B OS2
2020-41,A69-1602-8658,9/2/2020 23:06,4618.44,5988.13,5.0,34.407997,-119.553358,1,8.0,,,,,In_C Off_D OS2,In_C Off_D OS2
2020-41,A69-1602-8658,9/2/2020 23:07,4661.33,5932.81,5.0,34.407498,-119.552892,6,3.8,,,,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2
2020-41,A69-1602-8658,9/2/2020 23:09,4729.46,5906.43,5.0,34.40726,-119.55215,7,4.1,,,,,In_B In_C Off_C Off_D OS2,In_B In_C Off_C Off_D OS2
2020-41,A69-1602-8658,9/2/2020 23:20,5130.39,5421.54,5.0,34.402889,-119.54779,1,12.6,,,,,In_D Off_E PB,In_D Off_E PB
2020-41,A69-1602-8658,9/2/2020 23:21,5164.5,5441.63,5.0,34.40307,-119.547419,5,3.7,,,,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2
2020-41,A69-1602-8658,9/2/2020 23:54,5475.48,5106.64,5.0,34.40005,-119.544037,1,4.3,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-41,A69-1602-8658,9/2/2020 23:59,5603.9,4962.22,5.0,34.398748,-119.54264,3,3.8,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-41,A69-1602-8658,9/3/2020 0:00,5643.55,4967.81,5.0,34.398799,-119.542209,1,32.2,,,,,In_F Mid_A Off_F,In_F Mid_A Off_F
2020-41,A69-1602-8658,9/3/2020 0:15,5565.26,4925.29,5.0,34.398415,-119.543061,1,3.3,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-41,A69-1602-8658,9/3/2020 0:17,5594.15,4993.24,5.0,34.399028,-119.542746,3,3.8,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-41,A69-1602-8658,9/3/2020 0:19,5550.82,5024.68,5.0,34.399311,-119.543218,3,3.4,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
