TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-36,A69-1602-8659,8/14/2020 7:02,3759.77,6141.3,5.0,34.409377,-119.562698,4,2.6,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1
2020-36,A69-1602-8659,8/14/2020 7:04,3810.94,6076.88,5.0,34.408796,-119.562141,3,2.9,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1
2020-36,A69-1602-8659,8/14/2020 7:07,3893.62,6078.04,5.0,34.408807,-119.561242,6,2.7,,,,,In_B Off_A Off_B Off_C OS1,In_B Off_A Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:08,3953.92,6084.03,5.0,34.408861,-119.560586,14,2.5,,,,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_A Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:11,4033.38,6103.33,5.0,34.409035,-119.559722,3,2.8,,,,,In_B Off_B Off_C OS1,In_B Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:12,4078.64,6112.92,5.0,34.409121,-119.559229,4,2.7,,,,,In_B Off_B Off_C OS1,In_B Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:13,4133.12,6122.67,5.0,34.409209,-119.558637,2,3.5,,,,,In_B In_C Off_C OS1,In_B In_C Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:15,4204.51,6148.48,5.0,34.409442,-119.55786,4,2.8,,,,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C
2020-36,A69-1602-8659,8/14/2020 7:18,4304.03,6178.97,5.0,34.409717,-119.556778,4,3.4,,,,,In_B In_C Off_C OS1 OS2,In_B In_C Off_C OS1 OS2
2020-36,A69-1602-8659,8/14/2020 7:24,4154.49,6218.44,5.0,34.410073,-119.558404,1,3.7,,,,,In_B Off_B OS1,In_B Off_B OS1
2020-36,A69-1602-8659,8/14/2020 7:27,4082.86,6146.1,5.0,34.40942,-119.559183,9,2.5,,,,,In_B In_C Off_B Off_C OS1,In_B In_C Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:30,4041.81,6063.97,5.0,34.40868,-119.55963,15,2.5,,,,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_A Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:33,3969.49,6052.2,5.0,34.408574,-119.560416,3,2.9,,,,,In_B Off_B Off_C OS1,In_B Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:34,3901.28,6063.68,5.0,34.408677,-119.561158,11,2.7,,,,,In_A In_B In_C Off_A Off_B Off_C OS1,In_A In_B In_C Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:37,3818.61,6009.54,5.0,34.408189,-119.562058,2,3.0,,,,,Off_A Off_B Off_C OS1,Off_A Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:40,3766.31,5940.89,5.0,34.40757,-119.562626,2,3.5,,,,,Off_A Off_B Off_C OS1,Off_A Off_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 7:43,3685.78,5836.17,5.0,34.406626,-119.563502,8,3.6,,,,,In_B Off_A Off_B Off_C Off_D OS1,In_B Off_A Off_B Off_C Off_D OS1
2020-36,A69-1602-8659,8/14/2020 11:07,3275.89,5833.03,5.0,34.406597,-119.56796,1,280.0,,,,,In_B Off_A OS1,In_B Off_A OS1
2020-36,A69-1602-8659,8/14/2020 11:13,3482.63,5657.5,5.0,34.405015,-119.565711,2,27.4,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1
2020-36,A69-1602-8659,8/14/2020 11:14,3522.04,5617.92,5.0,34.404658,-119.565282,1,30.9,,,,,In_B Off_B Off_C OS1,In_B Off_C OS1
2020-36,A69-1602-8659,8/14/2020 13:53,4170.39,5440.08,5.0,34.403056,-119.558231,2,6.3,,,,,In_D_2 Off_B Off_C Off_D PB,In_D_2 Off_B Off_C PB
2020-36,A69-1602-8659,8/14/2020 13:55,4288.63,5483.61,5.0,34.403448,-119.556945,8,3.5,,,,,In_B In_C In_E Off_B Off_C Off_D Off_E OS2,In_B In_C In_E Off_C Off_D OS2
2020-36,A69-1602-8659,8/14/2020 13:56,4366.0,5498.93,5.0,34.403587,-119.556103,11,2.7,,,,,In_C Off_B Off_C Off_D Off_E OS2,In_C Off_B Off_C Off_D Off_E OS2
2020-36,A69-1602-8659,8/14/2020 13:58,4466.01,5528.02,5.0,34.403849,-119.555016,1,2.9,,,,,Off_C Off_D OS2,Off_C Off_D OS2
2020-36,A69-1602-8659,8/14/2020 14:01,4596.37,5580.74,5.0,34.404324,-119.553598,8,2.6,,,,,In_C In_D_2 Off_C Off_D OS2,In_C In_D_2 Off_C Off_D OS2
