TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-16,A69-9001-4328,8/14/2020 9:20,3490.47,5720.34,5.0,34.405582,-119.565626,2,11.2,,,,,Off_A Off_B Off_C OS1,Off_A Off_B Off_C OS1
2020-16,A69-9001-4328,8/14/2020 12:18,4430.62,4394.27,5.0,34.393628,-119.5554,1,59.9,,,,,Off_D Off_E PB,Off_D Off_E PB
2020-16,A69-9001-4328,8/14/2020 21:04,5541.89,5049.57,5.0,34.399536,-119.543315,3,3.6,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-16,A69-9001-4328,8/14/2020 21:06,5468.83,5124.78,5.0,34.400214,-119.544109,1,4.7,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-16,A69-9001-4328,8/14/2020 21:09,5350.88,5270.52,5.0,34.401528,-119.545392,4,5.1,,,,,In_D In_D_2 In_E Off_E Off_F,In_D In_D_2 In_E Off_E Off_F
2020-16,A69-9001-4328,8/14/2020 21:11,5285.18,5331.93,5.0,34.402081,-119.546106,4,3.5,,,,,In_D In_D_2 In_E In_F Off_E,In_D In_D_2 In_E In_F Off_E
2020-16,A69-9001-4328,8/14/2020 21:14,5185.17,5470.97,5.0,34.403335,-119.547194,1,8.1,,,,,In_D In_D_2 In_E Off_D OS2,In_E Off_D OS2
2020-16,A69-9001-4328,8/14/2020 21:17,5051.85,5511.31,5.0,34.403698,-119.548644,6,3.8,,,,,In_D In_D_2 In_E Off_D Off_E OS2,In_D In_D_2 In_E Off_D Off_E OS2
2020-16,A69-9001-4328,8/14/2020 21:18,5018.01,5469.43,5.0,34.403321,-119.549012,7,2.8,,,,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2
2020-16,A69-9001-4328,8/14/2020 21:20,4986.91,5463.19,5.0,34.403265,-119.54935,5,3.1,,,,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2
2020-16,A69-9001-4328,8/14/2020 21:23,4769.25,5784.38,5.0,34.40616,-119.551718,9,3.1,,,,,In_C In_D In_D_2 Off_C Off_D OS2,In_C In_D In_D_2 Off_C Off_D OS2
2020-16,A69-9001-4328,8/14/2020 21:25,4674.21,5762.82,5.0,34.405966,-119.552751,4,3.2,,,,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2
2020-16,A69-9001-4328,8/14/2020 21:27,4693.14,5662.35,5.0,34.40506,-119.552545,3,3.2,,,,,In_C In_D In_D_2 Off_C OS2,In_C In_D In_D_2 Off_C OS2
2020-16,A69-9001-4328,8/14/2020 21:32,4740.39,5423.71,5.0,34.402909,-119.552031,2,2.9,,,,,In_D In_D_2 Off_D OS2,In_D In_D_2 Off_D OS2
2020-16,A69-9001-4328,8/14/2020 21:36,4915.75,5238.33,5.0,34.401237,-119.550124,15,2.5,,,,,In_D In_D_2 In_E Off_D Off_E OS2,In_D In_D_2 In_E Off_D Off_E OS2
2020-16,A69-9001-4328,8/14/2020 21:40,5072.41,5033.72,5.0,34.399393,-119.548421,8,2.7,,,,,In_D In_D_2 In_E Off_E PB,In_D In_D_2 In_E Off_E PB
2020-16,A69-9001-4328,8/14/2020 21:42,5169.35,4975.18,5.0,34.398865,-119.547366,13,2.5,,,,,In_E In_F Mid_A Off_E Off_F OS2 PB,In_E In_F Mid_A Off_F OS2 PB
2020-16,A69-9001-4328,8/14/2020 21:47,5336.04,4837.58,5.0,34.397625,-119.545553,6,5.9,,,,,In_D In_D_2 In_E Mid_A Off_F PB,In_D In_D_2 In_E Mid_A Off_F PB
2020-16,A69-9001-4328,8/14/2020 21:49,5408.23,4694.0,5.0,34.39633,-119.544768,8,4.2,,,,,In_E In_F Mid_A Off_E Off_F PB,In_E In_F Mid_A Off_E Off_F PB
2020-16,A69-9001-4328,8/14/2020 22:41,5113.34,4591.51,5.0,34.395407,-119.547975,1,83.4,,,,,Off_E Off_F PB,Off_E Off_F PB
2020-16,A69-9001-4328,8/15/2020 0:21,5487.48,4952.03,5.0,34.398656,-119.543906,3,2.8,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-16,A69-9001-4328,8/15/2020 0:24,5448.32,5066.48,5.0,34.399688,-119.544332,3,5.1,,,,,In_E Mid_A Off_F PB,In_E Mid_A Off_F PB
2020-16,A69-9001-4328,8/15/2020 0:32,5273.5,5369.64,5.0,34.402421,-119.546233,2,4.5,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-16,A69-9001-4328,8/15/2020 0:40,5503.38,5159.97,5.0,34.400531,-119.543733,5,6.1,,,,,In_D_2 In_E Mid_A Off_E Off_F,In_D_2 In_E Mid_A Off_E Off_F
2020-16,A69-9001-4328,8/15/2020 5:37,5419.78,4507.91,5.0,34.394653,-119.544643,1,4.7,,,,,In_F Mid_A Off_G,In_F Mid_A Off_G
2020-16,A69-9001-4328,8/15/2020 5:41,5307.62,4576.95,5.0,34.395275,-119.545863,1,6.1,,,,,In_F Mid_A Off_G,In_F Mid_A Off_G
2020-16,A69-9001-4328,8/15/2020 5:59,5498.33,5142.02,5.0,34.400369,-119.543788,8,4.0,,,,,In_E In_F Mid_A Off_F PB,In_E In_F Mid_A Off_F PB
2020-16,A69-9001-4328,8/15/2020 6:09,5239.25,5258.87,5.0,34.401423,-119.546606,2,3.2,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-16,A69-9001-4328,8/15/2020 6:18,5394.15,4932.09,5.0,34.398477,-119.544921,3,3.5,,,,,In_E Mid_A Off_F PB,In_E Mid_A Off_F PB
