TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-20,A69-9006-7853,2020-06-10 19:30:00,5397.11,4692.11,-0.607,34.396313,-119.544889,1,5.4,,,0.0,,In_E In_F Off_F,In_E In_F Off_F,162,58770.0,1170,16.5985775,6/10/2020 19:30,6/10/2020 12:30,June,12,afternoon,day,POINT (-119.544889 34.396313)
2020-20,A69-9006-7853,2020-06-10 19:35:00,5281.97,4772.51,-0.607,34.397038,-119.546142,1,12.1,,,0.0,,In_E Off_E PB,In_E Off_E PB,162,58775.0,1175,16.71372223,6/10/2020 19:35,6/10/2020 12:35,June,12,afternoon,day,POINT (-119.546142 34.397038)
2020-20,A69-9006-7853,2020-06-10 19:36:00,5275.77,4816.16,-0.607,34.397432,-119.546209,2,3.2,,,0.0,,In_E In_F Off_F PB,In_E In_F Off_F PB,162,58776.0,1176,16.74489021,6/10/2020 19:36,6/10/2020 12:36,June,12,afternoon,day,POINT (-119.546209 34.397432)
2020-20,A69-9006-7853,2020-06-10 19:39:00,5197.94,4886.7,-0.607,34.398068,-119.547055,1,3.8,,,0.0,,In_E Off_E Off_F,In_E Off_E Off_F,162,58779.0,1179,16.796381,6/10/2020 19:39,6/10/2020 12:39,June,12,afternoon,day,POINT (-119.547055 34.398068)
2020-20,A69-9006-7853,2020-06-10 19:41:00,5226.09,4926.5,-0.607,34.398426,-119.546749,4,3.4,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,162,58781.0,1181,16.81659508,6/10/2020 19:41,6/10/2020 12:41,June,12,afternoon,day,POINT (-119.546749 34.398426)
2020-20,A69-9006-7853,2020-06-10 19:43:00,5224.02,4996.12,-0.607,34.399054,-119.546772,4,3.2,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,162,58783.0,1183,16.83350182,6/10/2020 19:43,6/10/2020 12:43,June,12,afternoon,day,POINT (-119.546772 34.399054)
2020-20,A69-9006-7853,2020-06-10 19:44:00,5216.46,5039.14,-0.607,34.399442,-119.546854,10,2.8,,,0.0,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,162,58784.0,1184,16.84172058,6/10/2020 19:44,6/10/2020 12:44,June,12,afternoon,day,POINT (-119.546854 34.399442)
2020-20,A69-9006-7853,2020-06-10 19:46:00,5145.56,5088.26,-0.607,34.399885,-119.547625,10,2.6,,,0.0,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,162,58786.0,1186,16.84414482,6/10/2020 19:46,6/10/2020 12:46,June,12,afternoon,day,POINT (-119.547625 34.399885)
2020-20,A69-9006-7853,2020-06-10 19:48:00,5118.44,5124.59,-0.607,34.400212,-119.54792,10,2.5,,,0.0,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,162,58788.0,1188,16.81975555,6/10/2020 19:48,6/10/2020 12:48,June,12,afternoon,day,POINT (-119.54792 34.400212)
2020-20,A69-9006-7853,2020-06-10 19:49:00,5090.9,5149.94,-0.607,34.400441,-119.548219,4,2.7,,,0.0,,In_D In_E Off_E PB,In_D In_E Off_E PB,162,58789.0,1189,16.80742073,6/10/2020 19:49,6/10/2020 12:49,June,12,afternoon,day,POINT (-119.548219 34.400441)
2020-20,A69-9006-7853,2020-06-10 19:50:00,5052.1,5151.98,-0.607,34.400459,-119.548641,10,2.5,,,0.0,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,162,58790.0,1190,16.79625511,6/10/2020 19:50,6/10/2020 12:50,June,12,afternoon,day,POINT (-119.548641 34.400459)
2020-20,A69-9006-7853,2020-06-10 19:53:00,4941.98,5134.31,-0.607,34.4003,-119.549839,8,2.7,,,0.0,,In_D Off_D Off_E Off_F OS2,In_D Off_D Off_E Off_F OS2,162,58793.0,1193,16.78777313,6/10/2020 19:53,6/10/2020 12:53,June,12,afternoon,day,POINT (-119.549839 34.4003)
2020-20,A69-9006-7853,2020-06-10 19:55:00,4890.08,5128.01,-0.607,34.400243,-119.550403,6,2.7,,,0.0,,In_D Off_D Off_E Off_F PB,In_D Off_D Off_E Off_F PB,162,58795.0,1195,16.78402328,6/10/2020 19:55,6/10/2020 12:55,June,12,afternoon,day,POINT (-119.550403 34.400243)
