TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-20,A69-9006-7853,2020-05-30 07:32:00,4293.92,5618.09,-0.607,34.404661,-119.556887,7,2.8,,,0.0,,In_B In_C Off_C Off_D OS2,In_B In_C Off_C Off_D OS2,151,42212.0,452,16.18406868,5/30/2020 7:32,5/30/2020 0:32,May,0,night,night,POINT (-119.556887 34.404661)
2020-20,A69-9006-7853,2020-05-30 07:33:00,4343.26,5588.23,-0.607,34.404392,-119.556351,1,12.1,,,0.0,,In_B In_C Off_C,In_B In_C Off_C,151,42213.0,453,16.18419266,5/30/2020 7:33,5/30/2020 0:33,May,0,night,night,POINT (-119.556351 34.404392)
2020-20,A69-9006-7853,2020-05-30 07:35:00,4397.05,5552.83,-0.607,34.404072,-119.555766,4,2.8,,,0.0,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,151,42215.0,455,16.1844368,5/30/2020 7:35,5/30/2020 0:35,May,0,night,night,POINT (-119.555766 34.404072)
2020-20,A69-9006-7853,2020-05-30 07:36:00,4442.9,5516.62,-0.152,34.403746,-119.555267,7,2.7,,,0.0,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,151,42216.0,456,16.18456078,5/30/2020 7:36,5/30/2020 0:36,May,0,night,night,POINT (-119.555267 34.403746)
2020-20,A69-9006-7853,2020-05-30 07:23:00,3927.77,5678.33,0.758,34.405203,-119.56087,4,5.0,,,0.7579,,In_B Off_B Off_C Off_D OS1,In_B Off_B Off_C Off_D OS1,151,42203.0,443,17.43010521,5/30/2020 7:23,5/30/2020 0:23,May,0,night,night,POINT (-119.56087 34.405203)
2020-20,A69-9006-7853,2020-05-30 07:30:00,4228.0,5642.49,1.061,34.404881,-119.557604,1,5.6,,,1.0611,,In_B In_C Off_C Off_D,In_B In_C Off_D,151,42210.0,450,16.79158974,5/30/2020 7:30,5/30/2020 0:30,May,0,night,night,POINT (-119.557604 34.404881)
2020-20,A69-9006-7853,2020-05-30 07:29:00,4169.13,5671.58,2.122,34.405143,-119.558245,1,5.8,,,2.1223,,In_B In_C Off_C Off_D,In_B In_C Off_D,151,42209.0,449,16.40164566,5/30/2020 7:29,5/30/2020 0:29,May,0,night,night,POINT (-119.558245 34.405143)
2020-20,A69-9006-7853,2020-05-30 07:37:00,4483.69,5485.45,2.426,34.403465,-119.554823,6,2.7,,,2.4255,,In_D Off_C Off_D Off_E OS2,In_D Off_C Off_D Off_E OS2,151,42217.0,457,16.29114914,5/30/2020 7:37,5/30/2020 0:37,May,0,night,night,POINT (-119.554823 34.403465)
2020-20,A69-9006-7853,2020-05-30 07:57:00,5003.85,5087.28,2.426,34.399876,-119.549166,10,2.5,,,2.4255,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,151,42237.0,477,16.27518845,5/30/2020 7:57,5/30/2020 0:57,May,0,night,night,POINT (-119.549166 34.399876)
2020-20,A69-9006-7853,2020-05-30 07:41:00,4615.74,5398.32,2.88,34.40268,-119.553387,4,2.7,,,2.8803,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,151,42221.0,461,16.19512558,5/30/2020 7:41,5/30/2020 0:41,May,0,night,night,POINT (-119.553387 34.40268)
2020-20,A69-9006-7853,2020-05-30 07:42:00,4652.66,5377.68,2.88,34.402494,-119.552986,4,2.6,,,2.8803,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,151,42222.0,462,16.19477463,5/30/2020 7:42,5/30/2020 0:42,May,0,night,night,POINT (-119.552986 34.402494)
2020-20,A69-9006-7853,2020-05-30 07:44:00,4722.8,5315.94,2.88,34.401937,-119.552223,4,2.6,,,2.8803,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,151,42224.0,464,16.19407845,5/30/2020 7:44,5/30/2020 0:44,May,0,night,night,POINT (-119.552223 34.401937)
2020-20,A69-9006-7853,2020-05-30 07:51:00,4871.17,5245.37,2.88,34.401301,-119.550609,8,2.6,,,2.8803,,In_D In_E Off_D Off_E OS2,In_D In_E Off_D Off_E OS2,151,42231.0,471,16.19159126,5/30/2020 7:51,5/30/2020 0:51,May,0,night,night,POINT (-119.550609 34.401301)
2020-20,A69-9006-7853,2020-05-30 07:59:00,5052.72,5013.18,2.88,34.399208,-119.548635,1,3.4,,,2.8803,,In_D Off_F PB,In_D Off_F PB,151,42239.0,479,16.18879509,5/30/2020 7:59,5/30/2020 0:59,May,0,night,night,POINT (-119.548635 34.399208)
2020-20,A69-9006-7853,2020-05-30 07:47:00,4780.02,5253.33,3.032,34.401373,-119.5516,1,3.8,,,3.0319,,In_D Off_E OS2,In_D Off_E OS2,151,42227.0,467,16.1705265,5/30/2020 7:47,5/30/2020 0:47,May,0,night,night,POINT (-119.5516 34.401373)
2020-20,A69-9006-7853,2020-05-30 07:52:00,4902.21,5213.3,3.032,34.401012,-119.550272,16,2.5,,,3.0319,,In_D In_E Off_D Off_E Off_F OS2,In_D In_E Off_D Off_E Off_F OS2,151,42232.0,472,16.16874695,5/30/2020 7:52,5/30/2020 0:52,May,0,night,night,POINT (-119.550272 34.401012)
2020-20,A69-9006-7853,2020-05-30 07:27:00,4071.15,5664.61,3.184,34.40508,-119.55931,6,5.3,,,3.1835,,In_B In_C Off_B Off_C OS1,In_B In_C Off_B Off_C OS1,151,42207.0,447,16.1503849,5/30/2020 7:27,5/30/2020 0:27,May,0,night,night,POINT (-119.55931 34.40508)
2020-20,A69-9006-7853,2020-05-30 07:46:00,4767.36,5280.35,3.184,34.401616,-119.551738,1,2.8,,,3.1835,,In_D Off_D Off_E,In_D Off_D Off_E,151,42226.0,466,16.13250542,5/30/2020 7:46,5/30/2020 0:46,May,0,night,night,POINT (-119.551738 34.401616)
2020-20,A69-9006-7853,2020-05-30 07:50:00,4838.75,5261.61,3.184,34.401447,-119.550962,4,2.8,,,3.1835,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,151,42230.0,470,16.12871361,5/30/2020 7:50,5/30/2020 0:50,May,0,night,night,POINT (-119.550962 34.401447)
2020-20,A69-9006-7853,2020-05-30 07:58:00,5031.39,5051.7,3.184,34.399555,-119.548867,4,2.7,,,3.1835,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,151,42238.0,478,16.12134361,5/30/2020 7:58,5/30/2020 0:58,May,0,night,night,POINT (-119.548867 34.399555)
2020-20,A69-9006-7853,2020-05-30 07:38:00,4535.51,5456.12,3.638,34.403201,-119.55426,7,2.8,,,3.6383,,In_C In_D Off_D Off_E OS2,In_C In_D Off_D Off_E OS2,151,42218.0,458,15.82872963,5/30/2020 7:38,5/30/2020 0:38,May,0,night,night,POINT (-119.55426 34.403201)
