,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
61242,Ref01,A69-1601-65105,5/21/2020 12:58,4714.92,4978.68,9.144,34.398897,-119.552308,5,5.0,0.1,,,,In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61246,Off_C,A69-1601-62644,5/21/2020 13:00,4202.03,5689.51,7.62,34.405304,-119.557887,7,3.0,0.4,,,,In_B In_C Off_A Off_B Off_C Off_D OS2,In_C Off_A Off_B Off_D OS2
61251,Off_E,A69-1601-62004,5/21/2020 13:03,4784.75,5094.75,6.096,34.399943,-119.551549,8,3.2,1.6,,,,In_D In_E In_F Off_D Off_E Off_F OS2,In_D In_F Off_D Off_F OS2
61255,In_D,A69-1601-62005,5/21/2020 13:06,5024.73,5468.06,6.705,34.403308,-119.548939,4,3.8,1.5,,,,In_D In_E Off_D OS2 PB,In_E Off_D OS2 PB
61256,Off_A,A69-1601-62648,5/21/2020 13:06,3480.58,6127.47,6.4,34.409252,-119.565734,1,6.5,1.8,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61257,Off_G,A69-1601-62001,5/21/2020 13:07,5384.33,4481.94,7.62,34.394419,-119.545029,1,15.0,1.3,,,,In_E In_F Off_F Off_G,In_E In_F Off_F
61261,Ref01,A69-1601-65105,5/21/2020 13:09,4715.14,4978.93,9.144,34.398899,-119.552306,5,5.0,0.2,,,,In_B In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61262,Off_C,A69-1601-62644,5/21/2020 13:09,4202.64,5689.45,7.62,34.405304,-119.55788,7,3.0,0.6,,,,In_C Off_A Off_B Off_C Off_D OS2,In_C Off_A Off_B Off_D OS2
61264,In_F,A69-1601-62000,5/21/2020 13:10,5601.84,4867.67,6.096,34.397896,-119.542663,3,4.9,0.4,,,,CN In_E In_F Off_E PB,CN In_E Off_E PB
61268,Off_E,A69-1601-62004,5/21/2020 13:13,4785.23,5094.83,6.096,34.399944,-119.551544,3,3.9,1.4,,,,In_E Off_E Off_F OS2 PB,In_E Off_F OS2 PB
61270,In_D,A69-1601-62005,5/21/2020 13:16,5025.28,5465.06,6.705,34.403281,-119.548933,2,5.3,2.2,,,,In_D In_F Off_C Off_D OS2,In_F Off_C Off_D OS2
61275,Ref01,A69-1601-65105,5/21/2020 13:20,4714.91,4978.89,9.144,34.398899,-119.552309,8,3.9,0.1,,,,In_C In_D In_E Off_B Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61280,Off_E,A69-1601-62004,5/21/2020 13:23,4784.43,5094.71,6.096,34.399943,-119.551552,7,3.2,1.8,,,,In_D In_E In_F Off_D Off_E Off_F PB,In_D In_E In_F Off_D Off_F
61284,In_D,A69-1601-62005,5/21/2020 13:26,5022.62,5465.41,6.705,34.403285,-119.548962,1,4.1,1.9,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61285,In_B,A69-1601-62002,5/21/2020 13:27,4187.88,6254.85,6.096,34.410401,-119.558041,4,3.7,2.0,,,,In_B In_C Off_B Off_C OS1,In_C Off_B Off_C OS1
61290,Off_C,A69-1601-62644,5/21/2020 13:29,4201.89,5689.86,7.62,34.405308,-119.557888,7,3.2,0.8,,,,In_C In_D Off_B Off_C Off_D OS2,In_C In_D Off_B Off_D OS2
61291,Ref01,A69-1601-65105,5/21/2020 13:30,4714.78,4978.62,9.144,34.398896,-119.55231,8,3.9,0.2,,,,In_B In_C In_D In_E Off_B Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61292,In_F,A69-1601-62000,5/21/2020 13:30,5604.51,4871.42,6.096,34.39793,-119.542634,3,4.7,4.2,,,,CN In_D In_F Off_E Off_F,CN In_D Off_E Off_F
61296,Off_A,A69-1601-62648,5/21/2020 13:33,3485.62,6128.14,6.4,34.409258,-119.56568,3,5.7,3.8,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_B OS1
61302,In_B,A69-1601-62002,5/21/2020 13:38,4188.14,6254.61,6.096,34.410399,-119.558039,2,5.6,1.8,,,,In_B In_C Off_A Off_B Off_C,In_C Off_A Off_B Off_C
61304,Off_C,A69-1601-62644,5/21/2020 13:40,4201.88,5689.05,7.62,34.4053,-119.557889,7,3.0,0.2,,,,In_B In_C Off_A Off_B Off_C Off_D,In_B In_C Off_A Off_B Off_D
61308,Off_E,A69-1601-62004,5/21/2020 13:42,4784.33,5095.07,6.096,34.399946,-119.551554,4,3.3,1.6,,,,In_D In_E In_F Off_C Off_D Off_E Off_F PB,In_D In_F Off_C Off_D Off_F
61309,Off_A,A69-1601-62648,5/21/2020 13:42,3485.46,6129.32,6.4,34.409268,-119.565681,1,8.8,4.3,,,,In_A In_B Off_A Off_B,In_A In_B Off_B
61313,In_D,A69-1601-62005,5/21/2020 13:46,5024.51,5465.98,6.705,34.40329,-119.548941,7,3.1,1.0,,,,In_C In_D In_E Off_D Off_E OS2,In_C In_E Off_D Off_E OS2
61314,Ref01,A69-1601-65105,5/21/2020 13:48,4715.57,4979.25,9.144,34.398902,-119.552301,8,3.9,0.8,,,,In_B In_C In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61315,In_B,A69-1601-62002,5/21/2020 13:48,4187.66,6251.16,6.096,34.410368,-119.558044,7,3.5,1.8,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61316,Off_C,A69-1601-62644,5/21/2020 13:50,4201.84,5689.37,7.62,34.405303,-119.557889,4,3.3,0.4,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61320,Off_E,A69-1601-62004,5/21/2020 13:52,4785.56,5096.2,6.096,34.399956,-119.55154,9,3.1,0.1,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_F OS2
61326,In_D,A69-1601-62005,5/21/2020 13:57,5023.87,5465.6,6.705,34.403286,-119.548948,4,3.5,1.2,,,,In_D In_E Off_D Off_E OS2,In_E Off_D Off_E OS2
61327,Ref01,A69-1601-65105,5/21/2020 13:57,4716.1,4979.75,9.144,34.398906,-119.552296,6,4.7,1.5,,,,In_C In_D In_E In_F Off_B Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61330,In_B,A69-1601-62002,5/21/2020 13:59,4187.55,6253.15,6.096,34.410386,-119.558045,7,3.5,0.7,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61333,Off_C,A69-1601-62644,5/21/2020 14:00,4202.3,5689.66,7.62,34.405306,-119.557884,7,3.0,0.6,,,,In_B In_C Off_A Off_B Off_C Off_D OS2,In_C Off_A Off_B Off_D OS2
61336,Off_A,A69-1601-62648,5/21/2020 14:01,3481.32,6125.86,6.4,34.409237,-119.565726,3,5.8,1.1,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_B OS1
61340,Ref01,A69-1601-65105,5/21/2020 14:06,4716.38,4980.5,9.144,34.398913,-119.552292,5,5.0,2.2,,,,In_C In_D In_E In_F Off_B Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61342,In_D,A69-1601-62005,5/21/2020 14:07,5023.52,5465.32,6.705,34.403284,-119.548952,1,5.0,1.5,,,,In_D In_E Off_D OS2,In_E Off_D OS2
61344,In_B,A69-1601-62002,5/21/2020 14:09,4188.07,6252.87,6.096,34.410383,-119.558039,2,4.3,0.1,,,,In_B In_C Off_A Off_B OS1,In_C Off_A Off_B OS1
61346,Off_C,A69-1601-62644,5/21/2020 14:09,4201.93,5689.59,7.62,34.405305,-119.557888,4,3.3,0.5,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61348,In_F,A69-1601-62000,5/21/2020 14:10,5600.73,4866.73,6.096,34.397887,-119.542675,4,3.3,1.9,,,,CN In_E In_F Off_G PB,CN In_E Off_G PB
61350,Off_E,A69-1601-62004,5/21/2020 14:11,4785.72,5095.15,6.096,34.399947,-119.551538,1,3.9,1.1,,,,In_D Off_D Off_E Off_F,In_D Off_D Off_F
61356,Ref01,A69-1601-65105,5/21/2020 14:16,4715.76,4979.65,9.144,34.398906,-119.552299,9,4.0,1.2,,,,In_B In_C In_D In_E In_F Off_D Off_E Off_F OS2 PB,In_D In_F Off_D Off_E Off_F OS2
61360,In_B,A69-1601-62002,5/21/2020 14:19,4188.15,6253.18,6.096,34.410386,-119.558038,7,3.5,0.3,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61363,Off_A,A69-1601-62648,5/21/2020 14:21,3483.56,6128.1,6.4,34.409257,-119.565702,1,6.5,2.1,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61364,Off_E,A69-1601-62004,5/21/2020 14:21,4785.68,5096.41,6.096,34.399958,-119.551539,9,3.1,0.3,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_F OS2
61370,Ref01,A69-1601-65105,5/21/2020 14:26,4715.55,4979.58,9.144,34.398905,-119.552301,5,5.0,1.0,,,,In_B In_C In_D In_E In_F Off_B Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61375,In_D,A69-1601-62005,5/21/2020 14:28,5025.41,5465.95,6.705,34.403289,-119.548932,2,6.8,1.7,,,,In_C In_D Off_D Off_E OS2,In_C Off_D Off_E OS2
61377,In_B,A69-1601-62002,5/21/2020 14:29,4186.22,6252.68,6.096,34.410381,-119.558059,1,21.5,2.0,,,,In_B Off_A Off_B OS1,Off_A Off_B OS1
61380,Off_A,A69-1601-62648,5/21/2020 14:32,3481.78,6126.5,6.4,34.409243,-119.565721,5,5.2,0.3,,,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_B Off_C OS1
61382,Off_E,A69-1601-62004,5/21/2020 14:32,4789.56,5097.86,6.096,34.399971,-119.551497,7,3.2,4.4,,,,In_D Off_C Off_D Off_E Off_F OS2,In_D Off_C Off_D Off_F OS2
61388,Ref01,A69-1601-65105,5/21/2020 14:36,4714.97,4979.02,9.144,34.3989,-119.552308,5,5.5,0.2,,,,In_D In_F Off_B Off_C Off_D Off_E OS2 PB,In_D In_F Off_C Off_D Off_E OS2
61392,In_B,A69-1601-62002,5/21/2020 14:38,4188.02,6252.87,6.096,34.410383,-119.55804,7,3.5,0.2,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61393,Off_C,A69-1601-62644,5/21/2020 14:39,4202.01,5690.56,7.62,34.405314,-119.557887,2,3.9,1.5,,,,In_C In_D Off_A Off_C Off_D,In_C In_D Off_A Off_D
61395,Off_A,A69-1601-62648,5/21/2020 14:41,3490.89,6126.59,6.4,34.409244,-119.565622,7,14.9,8.8,,,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_B Off_C OS1
61398,Off_E,A69-1601-62004,5/21/2020 14:43,4785.8,5095.55,6.096,34.39995,-119.551538,5,4.4,0.8,,,,In_D In_E Off_C Off_D Off_E OS2 PB,In_D In_E Off_C Off_D OS2
61404,Ref01,A69-1601-65105,5/21/2020 14:46,4717.66,4981.63,9.144,34.398923,-119.552279,5,5.0,3.9,,,,In_B In_C In_D In_E In_F Off_B Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61406,In_B,A69-1601-62002,5/21/2020 14:48,4188.08,6253.16,6.096,34.410386,-119.558039,7,3.5,0.3,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61408,In_F,A69-1601-62000,5/21/2020 14:48,5603.75,4870.18,6.096,34.397918,-119.542642,1,4.4,2.7,,,,CN In_E In_F Off_F,CN In_E Off_F
61410,In_D,A69-1601-62005,5/21/2020 14:49,5025.98,5467.99,6.705,34.403308,-119.548925,6,3.4,2.3,,,,In_D In_E Off_C Off_D Off_E OS2,In_E Off_C Off_D Off_E OS2
61411,Off_C,A69-1601-62644,5/21/2020 14:50,4201.66,5689.76,7.62,34.405307,-119.557891,4,3.3,0.8,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61415,Off_E,A69-1601-62004,5/21/2020 14:53,4784.69,5093.97,6.096,34.399936,-119.55155,1,6.3,2.4,,,,In_E Off_D Off_E OS2,In_E Off_D OS2
61419,Ref01,A69-1601-65105,5/21/2020 14:57,4715.86,4979.35,9.144,34.398903,-119.552298,9,4.3,1.1,,,,In_B In_C In_D In_E In_F Off_B Off_C Off_D OS2,In_D In_E In_F Off_C Off_D OS2
61420,In_B,A69-1601-62002,5/21/2020 14:57,4187.98,6253.14,6.096,34.410385,-119.55804,7,3.5,0.4,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61424,In_D,A69-1601-62005,5/21/2020 14:58,5027.69,5470.99,6.705,34.403335,-119.548907,7,3.2,5.6,,,,In_C In_D In_E Off_D Off_E OS2,In_C In_E Off_D Off_E OS2
61425,Off_C,A69-1601-62644,5/21/2020 15:00,4202.03,5689.9,7.62,34.405308,-119.557887,2,3.3,0.8,,,,In_C Off_A Off_B Off_C Off_D,In_C Off_A Off_B Off_D
61429,Off_E,A69-1601-62004,5/21/2020 15:04,4785.44,5096.97,6.096,34.399963,-119.551541,9,3.1,0.7,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_F OS2
61435,In_B,A69-1601-62002,5/21/2020 15:08,4188.75,6252.75,6.096,34.410382,-119.558032,4,3.7,0.6,,,,In_B In_C Off_B Off_C OS1,In_C Off_B Off_C OS1
61437,In_D,A69-1601-62005,5/21/2020 15:08,5024.33,5468.51,6.705,34.403312,-119.548943,9,3.3,1.7,,,,In_C In_D In_E Off_D Off_E Off_F OS2,In_E Off_D Off_E Off_F OS2
61438,Ref01,A69-1601-65105,5/21/2020 15:08,4712.95,4989.5,9.144,34.398994,-119.55233,2,13.8,10.9,,,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2
61439,Off_C,A69-1601-62644,5/21/2020 15:09,4204.15,5690.13,7.62,34.40531,-119.557864,4,3.3,2.3,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61448,Off_E,A69-1601-62004,5/21/2020 15:14,4785.05,5097.94,6.096,34.399972,-119.551546,1,3.9,1.8,,,,In_D Off_D Off_E Off_F,In_D Off_D Off_F
61450,In_B,A69-1601-62002,5/21/2020 15:17,4189.15,6247.22,6.096,34.410332,-119.558027,1,8.3,5.7,,,,In_B In_C Off_B Off_C,In_C Off_B Off_C
61451,Off_C,A69-1601-62644,5/21/2020 15:18,4202.74,5688.2,7.62,34.405293,-119.557879,1,3.7,1.1,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61453,Ref01,A69-1601-65105,5/21/2020 15:19,4715.8,4980.69,9.144,34.398915,-119.552299,6,4.7,2.1,,,,In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61463,Off_E,A69-1601-62004,5/21/2020 15:25,4786.12,5096.14,6.096,34.399956,-119.551534,7,3.2,0.7,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_F OS2
61466,In_D,A69-1601-62005,5/21/2020 15:27,5026.35,5468.87,6.705,34.403316,-119.548921,3,4.9,3.1,,,,In_D Off_D Off_E Off_F OS2,Off_D Off_E Off_F OS2
61467,Off_C,A69-1601-62644,5/21/2020 15:28,4202.33,5690.03,7.62,34.405309,-119.557884,2,6.5,1.0,,,,In_B In_C Off_A Off_B Off_C,In_B In_C Off_A Off_B
61471,Off_A,A69-1601-62648,5/21/2020 15:30,3486.14,6128.63,6.4,34.409262,-119.565674,5,5.1,4.5,,,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_B Off_C OS1
61472,Ref01,A69-1601-65105,5/21/2020 15:30,4717.59,4981.46,9.144,34.398922,-119.552279,8,3.8,3.8,,,,In_B In_C In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61479,Off_E,A69-1601-62004,5/21/2020 15:35,4785.76,5097.53,6.096,34.399968,-119.551538,9,2.8,1.3,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61481,In_D,A69-1601-62005,5/21/2020 15:37,5023.58,5465.86,6.705,34.403289,-119.548952,6,3.4,1.0,,,,In_C In_D In_E Off_C Off_D Off_E OS2,In_E Off_C Off_D Off_E OS2
61482,In_B,A69-1601-62002,5/21/2020 15:37,4187.66,6252.43,6.096,34.410379,-119.558044,7,3.4,0.7,,,,In_B In_C Off_B Off_C OS1 OS2,In_C Off_B Off_C OS1 OS2
61485,Off_C,A69-1601-62644,5/21/2020 15:38,4202.06,5687.24,7.62,34.405284,-119.557887,2,4.6,1.9,,,,In_B Off_A Off_B Off_C OS2,In_B Off_A Off_B OS2
61488,Ref01,A69-1601-65105,5/21/2020 15:41,4715.8,4982.38,9.144,34.39893,-119.552299,6,4.9,3.7,,,,In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61493,Off_E,A69-1601-62004,5/21/2020 15:45,4781.47,5094.66,6.096,34.399942,-119.551585,3,3.2,4.3,,,,In_D Off_D Off_E Off_F PB,In_D Off_D Off_F PB
61497,In_D,A69-1601-62005,5/21/2020 15:47,5022.49,5463.82,6.705,34.40327,-119.548963,2,3.5,3.3,,,,In_C In_D In_E Off_E OS2,In_C In_E Off_E OS2
61499,In_B,A69-1601-62002,5/21/2020 15:47,4187.24,6256.04,6.096,34.410412,-119.558048,3,7.5,3.3,,,,In_B In_C Off_B Off_C Off_D,In_C Off_B Off_C Off_D
61500,Off_C,A69-1601-62644,5/21/2020 15:48,4202.04,5690.37,7.62,34.405312,-119.557887,7,3.2,1.3,,,,In_C In_D Off_B Off_C Off_D OS2,In_C In_D Off_B Off_D OS2
61507,Ref01,A69-1601-65105,5/21/2020 15:52,4714.19,4980.08,9.144,34.398909,-119.552316,9,3.8,1.5,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61512,Off_E,A69-1601-62004,5/21/2020 15:55,4784.59,5099.39,6.096,34.399985,-119.551551,4,3.0,3.3,,,,In_D In_E Off_D Off_E PB,In_D In_E Off_D PB
61514,In_D,A69-1601-62005,5/21/2020 15:56,5024.9,5469.27,6.705,34.403319,-119.548937,5,4.2,2.6,,,,In_C In_D Off_D Off_E Off_F OS2,In_C Off_D Off_E Off_F OS2
61515,Off_C,A69-1601-62644,5/21/2020 15:58,4201.75,5689.29,7.62,34.405302,-119.55789,4,3.3,0.4,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61520,Ref01,A69-1601-65105,5/21/2020 16:03,4716.08,4979.84,9.144,34.398907,-119.552296,8,3.8,1.5,,,,In_C In_D In_E Off_B Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61523,Off_E,A69-1601-62004,5/21/2020 16:04,4785.9,5096.01,6.096,34.399954,-119.551536,9,2.8,0.5,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61526,Off_C,A69-1601-62644,5/21/2020 16:07,4202.22,5689.28,7.62,34.405302,-119.557885,7,3.0,0.2,,,,In_B In_C Off_A Off_B Off_C Off_D,In_B In_C Off_A Off_B Off_D
61529,In_B,A69-1601-62002,5/21/2020 16:09,4187.4,6255.76,6.096,34.410409,-119.558047,3,7.5,3.0,,,,In_B In_C Off_B Off_C Off_D,In_C Off_B Off_C Off_D
61533,Ref01,A69-1601-65105,5/21/2020 16:13,4717.76,4981.26,9.144,34.39892,-119.552277,6,4.7,3.7,,,,In_B In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61534,Off_E,A69-1601-62004,5/21/2020 16:13,4784.93,5095.74,6.096,34.399952,-119.551547,1,3.6,0.7,,,,In_E Off_D Off_E PB,In_E Off_D PB
61538,In_D,A69-1601-62005,5/21/2020 16:15,5021.72,5464.44,6.705,34.403276,-119.548972,2,3.7,3.3,,,,In_D In_E Off_C Off_E OS2,In_E Off_C Off_E OS2
61541,Off_C,A69-1601-62644,5/21/2020 16:16,4201.84,5688.86,7.62,34.405299,-119.557889,1,5.5,0.3,,,,In_B In_C Off_C Off_D,In_B In_C Off_D
61545,Off_A,A69-1601-62648,5/21/2020 16:20,3483.1,6127.78,6.4,34.409255,-119.565707,1,6.4,1.6,,,,In_A Off_A Off_B Off_C OS1,In_A Off_B OS1
61550,Off_E,A69-1601-62004,5/21/2020 16:23,4785.84,5095.84,6.096,34.399953,-119.551537,8,2.9,0.6,,,,In_D Off_D Off_E Off_F OS2 PB,In_D Off_D Off_F OS2 PB
61551,Ref01,A69-1601-65105,5/21/2020 16:24,4715.63,4979.52,9.144,34.398904,-119.552301,8,3.8,1.0,,,,In_C In_D In_E Off_B Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61554,Off_C,A69-1601-62644,5/21/2020 16:26,4202.06,5689.05,7.62,34.4053,-119.557887,4,3.3,0.1,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61560,In_B,A69-1601-62002,5/21/2020 16:31,4187.92,6253.18,6.096,34.410386,-119.558041,7,3.5,0.4,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61563,Off_E,A69-1601-62004,5/21/2020 16:32,4784.31,5092.38,6.096,34.399922,-119.551554,4,3.4,4.0,,,,In_D In_E Off_D Off_E Off_F,In_D In_E Off_D Off_F
61566,Ref01,A69-1601-65105,5/21/2020 16:35,4716.35,4980.13,9.144,34.39891,-119.552293,6,4.7,1.9,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61567,Off_C,A69-1601-62644,5/21/2020 16:35,4201.13,5688.34,7.62,34.405294,-119.557897,2,4.0,1.2,,,,In_B Off_A Off_B Off_C Off_D,In_B Off_A Off_B Off_D
61573,Off_A,A69-1601-62648,5/21/2020 16:40,3480.64,6126.26,6.4,34.409241,-119.565734,5,5.2,1.5,,,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_B Off_C OS1
61576,Ref01,A69-1601-65105,5/21/2020 16:46,4716.03,4979.93,9.144,34.398908,-119.552296,6,4.7,1.6,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61577,Off_C,A69-1601-62644,5/21/2020 16:46,4202.33,5688.92,7.62,34.405299,-119.557884,2,3.3,0.3,,,,In_C Off_A Off_B Off_C Off_D,In_C Off_A Off_B Off_D
61579,Off_C,A69-1601-62644,5/21/2020 16:56,4202.05,5689.26,7.62,34.405302,-119.557887,2,3.3,0.2,,,,In_C Off_A Off_B Off_C Off_D,In_C Off_A Off_B Off_D
61580,Ref01,A69-1601-65105,5/21/2020 16:57,4716.38,4979.64,9.144,34.398905,-119.552293,8,3.6,1.7,,,,In_C In_D Off_B Off_C Off_D Off_E OS2 PB,In_D Off_C Off_D Off_E OS2 PB
61583,In_D,A69-1601-62005,5/21/2020 17:03,5027.49,5466.63,6.705,34.403296,-119.548909,1,9.1,3.5,,,,In_D Off_D Off_E OS2,Off_D Off_E OS2
61584,Ref01,A69-1601-65105,5/21/2020 17:08,4715.59,4978.31,9.144,34.398893,-119.552301,9,4.0,0.8,,,,In_D In_E In_F Off_D Off_E Off_F OS2 PB,In_D In_F Off_D Off_E Off_F OS2
61586,In_B,A69-1601-62002,5/21/2020 17:10,4188.58,6252.72,6.096,34.410382,-119.558034,1,5.1,0.4,,,,In_B In_C Off_C OS1,In_C Off_C OS1
61589,In_D,A69-1601-62005,5/21/2020 17:13,5023.96,5465.69,6.705,34.403287,-119.548947,1,5.0,1.1,,,,In_D In_E Off_D OS2,In_E Off_D OS2
61591,Off_E,A69-1601-62004,5/21/2020 17:14,4784.89,5096.12,6.096,34.399956,-119.551547,1,3.5,0.5,,,,In_D Off_D Off_E PB,In_D Off_D PB
61595,In_F,A69-1601-62000,5/21/2020 17:17,5602.84,4868.46,6.096,34.397903,-119.542652,1,5.0,0.8,,,,CN In_E In_F PB,CN In_E PB
61596,Off_C,A69-1601-62644,5/21/2020 17:18,4197.58,5684.56,7.62,34.40526,-119.557935,1,4.7,6.4,,,,In_B Off_B Off_C Off_D,In_B Off_B Off_D
61597,Ref01,A69-1601-65105,5/21/2020 17:19,4716.29,4979.74,9.144,34.398906,-119.552293,6,4.7,1.6,,,,In_B In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61598,In_B,A69-1601-62002,5/21/2020 17:19,4186.19,6257.84,6.096,34.410428,-119.55806,1,8.6,5.4,,,,In_B In_C Off_B Off_C,In_C Off_B Off_C
61599,Off_A,A69-1601-62648,5/21/2020 17:19,3485.67,6127.21,6.4,34.409249,-119.565679,1,6.4,3.6,,,,In_A Off_A Off_B Off_C OS1,In_A Off_B OS1
61602,In_D,A69-1601-62005,5/21/2020 17:22,5024.78,5466.65,6.705,34.403296,-119.548938,7,3.1,0.8,,,,In_C In_D In_E Off_D Off_E OS2,In_C In_E Off_D Off_E OS2
61603,Off_E,A69-1601-62004,5/21/2020 17:24,4787.8,5095.22,6.096,34.399947,-119.551516,4,3.3,2.6,,,,In_D In_E Off_D Off_E Off_F,In_D In_E Off_D Off_F
61604,In_B,A69-1601-62002,5/21/2020 17:28,4188.42,6253.37,6.096,34.410387,-119.558035,1,4.3,0.6,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61605,In_F,A69-1601-62000,5/21/2020 17:28,5602.44,4868.71,6.096,34.397905,-119.542656,1,4.3,0.8,,,,CN In_E In_F Off_F,CN In_E Off_F
61606,Off_C,A69-1601-62644,5/21/2020 17:29,4200.88,5687.89,7.62,34.40529,-119.557899,4,3.3,1.7,,,,In_C Off_B Off_C Off_D OS2,In_C Off_B Off_D OS2
61608,Ref01,A69-1601-65105,5/21/2020 17:29,4715.72,4979.59,9.144,34.398905,-119.5523,11,3.7,1.1,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2
61610,In_D,A69-1601-62005,5/21/2020 17:32,5025.74,5466.88,6.705,34.403298,-119.548928,1,4.0,1.8,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61612,Off_E,A69-1601-62004,5/21/2020 17:34,4784.63,5095.31,6.096,34.399948,-119.55155,1,3.6,1.2,,,,In_E Off_D Off_E PB,In_E Off_D PB
61616,Ref01,A69-1601-65105,5/21/2020 17:39,4716.61,4980.74,9.144,34.398915,-119.55229,8,3.8,2.6,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_D Off_C Off_D Off_E Off_F OS2
61620,Ref01,A69-1601-65105,5/21/2020 17:48,4716.75,4980.66,9.144,34.398915,-119.552288,9,4.0,2.6,,,,In_D In_E In_F Off_D Off_E Off_F OS2 PB,In_D In_F Off_D Off_E Off_F OS2
61621,Off_C,A69-1601-62644,5/21/2020 17:49,4201.26,5689.31,7.62,34.405303,-119.557895,7,3.0,0.9,,,,In_B In_C Off_A Off_B Off_C Off_D,In_B In_C Off_A Off_B Off_D
61622,Off_A,A69-1601-62648,5/21/2020 17:49,3481.14,6125.77,6.4,34.409236,-119.565728,1,6.4,1.3,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
