,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
61626,Off_E,A69-1601-62004,5/21/2020 17:55,4785.84,5096.62,6.096,34.39996,-119.551537,9,2.8,0.6,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61627,In_B,A69-1601-62002,5/21/2020 17:55,4188.28,6252.55,6.096,34.41038,-119.558037,1,4.3,0.3,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61629,Ref01,A69-1601-65105,5/21/2020 17:57,4716.32,4979.97,9.144,34.398908,-119.552293,11,3.7,1.8,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2
61632,Off_C,A69-1601-62644,5/21/2020 18:00,4201.25,5689.53,7.62,34.405305,-119.557895,4,3.3,1.0,,,,In_B In_C Off_B Off_C Off_D,In_B In_C Off_B Off_D
61633,Off_A,A69-1601-62648,5/21/2020 18:00,3483.07,6126.44,6.4,34.409242,-119.565707,1,6.4,1.0,,,,In_A Off_A Off_B Off_C OS1,In_A Off_B OS1
61637,In_D,A69-1601-62005,5/21/2020 18:03,5022.95,5467.28,6.705,34.403301,-119.548958,1,4.0,1.1,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61639,In_B,A69-1601-62002,5/21/2020 18:05,4188.07,6253.78,6.096,34.410391,-119.558039,7,3.5,0.9,,,,In_B In_C Off_A Off_B Off_C OS1,In_C Off_A Off_B Off_C OS1
61640,Off_E,A69-1601-62004,5/21/2020 18:05,4789.79,5095.68,6.096,34.399951,-119.551494,9,2.8,4.4,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61641,Ref01,A69-1601-65105,5/21/2020 18:07,4715.54,4979.53,9.144,34.398904,-119.552302,10,3.9,0.9,,,,In_C In_D In_E In_F Off_D Off_E Off_F PB,In_D In_E In_F Off_D Off_E Off_F
61644,Off_C,A69-1601-62644,5/21/2020 18:10,4202.17,5689.86,7.62,34.405308,-119.557885,7,3.0,0.8,,,,In_B In_C Off_A Off_B Off_C Off_D,In_B In_C Off_A Off_B Off_D
61647,In_D,A69-1601-62005,5/21/2020 18:14,5023.4,5465.86,6.705,34.403289,-119.548953,1,4.0,1.1,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61648,In_B,A69-1601-62002,5/21/2020 18:14,4189.72,6259.61,6.096,34.410444,-119.558021,2,5.6,6.9,,,,In_B In_C Off_A Off_B Off_C,In_C Off_A Off_B Off_C
61649,Off_E,A69-1601-62004,5/21/2020 18:15,4787.89,5096.56,6.096,34.399959,-119.551515,3,3.3,2.5,,,,In_E Off_D Off_E Off_F PB,In_E Off_D Off_F PB
61650,Ref01,A69-1601-65105,5/21/2020 18:16,4715.3,4978.79,9.144,34.398898,-119.552304,6,4.7,0.3,,,,In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61653,Off_C,A69-1601-62644,5/21/2020 18:20,4202.85,5691.25,7.62,34.40532,-119.557878,1,4.9,2.3,,,,Off_B Off_C Off_D OS2,Off_B Off_D OS2
61655,Off_A,A69-1601-62648,5/21/2020 18:20,3482.75,6126.48,6.4,34.409243,-119.565711,3,5.7,0.7,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_B OS1
61656,In_D,A69-1601-62005,5/21/2020 18:24,5024.47,5467.09,6.705,34.4033,-119.548942,1,4.0,0.6,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61657,Ref01,A69-1601-65105,5/21/2020 18:26,4715.82,4979.2,9.144,34.398901,-119.552299,6,4.6,1.0,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61658,Off_C,A69-1601-62644,5/21/2020 18:30,4203.6,5693.15,7.62,34.405337,-119.55787,1,4.9,4.3,,,,Off_B Off_C Off_D OS2,Off_B Off_D OS2
61660,Off_E,A69-1601-62004,5/21/2020 18:35,4785.69,5095.29,6.096,34.399948,-119.551539,9,2.8,1.0,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61661,Ref01,A69-1601-65105,5/21/2020 18:36,4714.71,4978.57,9.144,34.398896,-119.552311,6,4.7,0.3,,,,In_C In_D In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61664,Off_C,A69-1601-62644,5/21/2020 18:40,4205.32,5695.46,7.62,34.405358,-119.557851,1,4.9,7.1,,,,Off_B Off_C Off_D OS2,Off_B Off_D OS2
61669,In_B,A69-1601-62002,5/21/2020 18:45,4186.99,6249.6,6.096,34.410354,-119.558051,1,8.3,3.5,,,,In_B In_C Off_B Off_C,In_C Off_B Off_C
61670,Off_E,A69-1601-62004,5/21/2020 18:45,4786.81,5095.31,6.096,34.399948,-119.551527,4,4.6,1.7,,,,In_D In_E Off_E Off_F PB,In_D In_E Off_F PB
61671,Ref01,A69-1601-65105,5/21/2020 18:45,4715.03,4978.0,9.144,34.398891,-119.552307,9,3.8,0.8,,,,In_D In_E Off_B Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61675,Off_E,A69-1601-62004,5/21/2020 18:55,4786.4,5095.92,6.096,34.399954,-119.551531,1,7.5,1.0,,,,In_D In_E Off_E Off_F,In_D In_E Off_F
61676,Ref01,A69-1601-65105,5/21/2020 18:55,4716.73,4979.31,9.144,34.398902,-119.552289,9,5.6,1.9,,,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB
61680,Off_A,A69-1601-62648,5/21/2020 19:01,3482.64,6125.37,6.4,34.409233,-119.565712,1,6.4,1.3,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61682,Off_E,A69-1601-62004,5/21/2020 19:04,4786.8,5096.12,6.096,34.399955,-119.551527,4,3.1,1.4,,,,In_E Off_D Off_E OS2 PB,In_E Off_D OS2 PB
61683,Ref01,A69-1601-65105,5/21/2020 19:06,4715.32,4979.1,9.144,34.398901,-119.552304,10,4.1,0.5,,,,In_D In_E In_F Off_D Off_E Off_F OS2 PB,In_E In_F Off_D Off_E Off_F OS2
61685,In_D,A69-1601-62005,5/21/2020 19:06,5023.23,5465.55,6.705,34.403286,-119.548955,2,4.1,1.5,,,,In_C In_D In_E Off_D OS2,In_C In_E Off_D OS2
61691,Off_E,A69-1601-62004,5/21/2020 19:15,4785.49,5095.35,6.096,34.399948,-119.551541,3,3.3,0.9,,,,In_E Off_D Off_E Off_F PB,In_E Off_D Off_F PB
61692,Ref01,A69-1601-65105,5/21/2020 19:15,4715.2,4978.89,9.144,34.398899,-119.552305,3,6.4,0.3,,,,In_E Off_E Off_F PB,In_E Off_E Off_F PB
61696,Off_C,A69-1601-62644,5/21/2020 19:22,4202.68,5688.71,7.62,34.405297,-119.55788,3,4.4,0.7,,,,In_B In_C Off_C Off_D OS2,In_B In_C Off_D OS2
61698,In_B,A69-1601-62002,5/21/2020 19:24,4188.17,6253.58,6.096,34.410389,-119.558038,1,4.3,0.7,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61702,Off_E,A69-1601-62004,5/21/2020 19:26,4785.85,5095.44,6.096,34.399949,-119.551537,8,2.9,0.9,,,,In_D Off_D Off_E Off_F OS2 PB,In_D Off_D Off_F OS2 PB
61703,Ref01,A69-1601-65105,5/21/2020 19:26,4715.76,4979.44,9.144,34.398904,-119.552299,9,3.8,1.0,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61709,In_D,A69-1601-62005,5/21/2020 19:35,5025.85,5466.01,6.705,34.40329,-119.548927,1,9.0,2.0,,,,In_D Off_D Off_E OS2,Off_D Off_E OS2
61710,Ref01,A69-1601-65105,5/21/2020 19:36,4715.49,4979.42,9.144,34.398903,-119.552302,10,4.1,0.8,,,,In_D In_E In_F Off_D Off_E Off_F OS2 PB,In_E In_F Off_D Off_E Off_F OS2
61719,Ref01,A69-1601-65105,5/21/2020 19:46,4715.52,4979.62,9.144,34.398905,-119.552302,5,4.2,1.0,,,,In_C In_E Off_C Off_D Off_F,In_C In_E Off_C Off_D Off_F
61725,Off_C,A69-1601-62644,5/21/2020 19:52,4202.66,5686.97,7.62,34.405282,-119.55788,1,3.7,2.2,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61727,Ref01,A69-1601-65105,5/21/2020 19:55,4715.37,4979.37,9.144,34.398903,-119.552303,9,3.8,0.7,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61728,Off_E,A69-1601-62004,5/21/2020 19:55,4786.38,5094.35,6.096,34.39994,-119.551531,3,3.1,2.1,,,,In_D Off_D Off_E Off_F PB,In_D Off_D Off_F PB
61735,Off_C,A69-1601-62644,5/21/2020 20:02,4202.14,5687.21,7.62,34.405284,-119.557886,1,3.7,1.9,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61737,In_B,A69-1601-62002,5/21/2020 20:04,4188.43,6253.52,6.096,34.410389,-119.558035,4,3.6,0.7,,,,In_B In_C Off_B Off_C OS1,In_C Off_B Off_C OS1
61747,Ref01,A69-1601-65105,5/21/2020 20:14,4715.81,4979.47,9.144,34.398904,-119.552299,6,4.6,1.1,,,,In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61748,Off_E,A69-1601-62004,5/21/2020 20:15,4777.91,5098.53,6.096,34.399977,-119.551623,1,13.3,7.9,,,,In_E Off_E Off_F PB,In_E Off_F PB
61752,Off_C,A69-1601-62644,5/21/2020 20:23,4202.99,5687.65,7.62,34.405288,-119.557876,1,8.3,1.7,,,,In_B In_C Off_B Off_C,In_B In_C Off_B
61753,Ref01,A69-1601-65105,5/21/2020 20:23,4715.7,4979.03,9.144,34.3989,-119.5523,9,3.8,0.8,,,,In_C In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61756,In_B,A69-1601-62002,5/21/2020 20:25,4188.51,6251.96,6.096,34.410375,-119.558035,1,4.3,0.9,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61758,In_D,A69-1601-62005,5/21/2020 20:26,5024.93,5466.14,6.705,34.403291,-119.548937,1,9.0,1.2,,,,In_D Off_D Off_E OS2,Off_D Off_E OS2
61765,Off_C,A69-1601-62644,5/21/2020 20:34,4201.33,5687.29,7.62,34.405284,-119.557894,1,3.7,2.0,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61767,Off_E,A69-1601-62004,5/21/2020 20:35,4786.04,5094.99,6.096,34.399945,-119.551535,1,5.7,1.4,,,,In_D In_E Off_E PB,In_D In_E PB
61780,Ref01,A69-1601-65105,5/21/2020 20:42,4716.14,4979.75,9.144,34.398906,-119.552295,9,3.8,1.5,,,,In_C In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61783,Off_E,A69-1601-62004,5/21/2020 20:44,4779.43,5095.23,6.096,34.399947,-119.551607,3,3.8,6.1,,,,In_D In_E Off_E OS2 PB,In_D In_E OS2 PB
61785,Off_C,A69-1601-62644,5/21/2020 20:45,4201.99,5687.27,7.62,34.405284,-119.557887,4,3.3,1.8,,,,In_C Off_B Off_C Off_D OS2,In_C Off_B Off_D OS2
61790,In_D,A69-1601-62005,5/21/2020 20:47,5024.35,5467.21,6.705,34.403301,-119.548943,2,3.7,0.6,,,,In_D In_E Off_C Off_E OS2,In_E Off_C Off_E OS2
61794,Ref01,A69-1601-65105,5/21/2020 20:52,4716.23,4979.41,9.144,34.398903,-119.552294,10,3.8,1.4,,,,In_D In_E In_F Off_D Off_E Off_F PB,In_D In_E In_F Off_D Off_E Off_F
61797,Off_E,A69-1601-62004,5/21/2020 20:54,4785.83,5096.29,6.096,34.399957,-119.551537,1,3.5,0.4,,,,In_D Off_D Off_E PB,In_D Off_D PB
61799,Off_C,A69-1601-62644,5/21/2020 20:56,4201.58,5687.75,7.62,34.405289,-119.557892,1,3.7,1.4,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61801,In_D,A69-1601-62005,5/21/2020 20:57,5023.83,5467.37,6.705,34.403302,-119.548949,1,4.0,0.6,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61805,Ref01,A69-1601-65105,5/21/2020 21:02,4715.58,4979.27,9.144,34.398902,-119.552301,6,4.6,0.8,,,,In_C In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61808,Off_E,A69-1601-62004,5/21/2020 21:04,4786.2,5095.72,6.096,34.399952,-119.551533,9,2.8,0.9,,,,In_D In_E Off_D Off_E Off_F PB,In_D In_E Off_D Off_F PB
61809,In_B,A69-1601-62002,5/21/2020 21:04,4188.46,6252.59,6.096,34.41038,-119.558035,1,4.3,0.4,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61811,Off_C,A69-1601-62644,5/21/2020 21:07,4202.1,5688.64,7.62,34.405297,-119.557886,1,5.2,0.5,,,,In_C Off_B Off_C OS2,In_C Off_B OS2
61812,In_D,A69-1601-62005,5/21/2020 21:07,5024.12,5467.21,6.705,34.403301,-119.548946,1,4.0,0.4,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61815,Ref01,A69-1601-65105,5/21/2020 21:11,4715.38,4979.34,9.144,34.398903,-119.552303,9,3.8,0.7,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61817,Off_A,A69-1601-62648,5/21/2020 21:14,3482.07,6126.92,6.4,34.409247,-119.565718,1,6.4,0.3,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61819,In_B,A69-1601-62002,5/21/2020 21:15,4187.53,6252.46,6.096,34.410379,-119.558045,1,4.3,0.8,,,,In_B In_C Off_B OS1,In_C Off_B OS1
61822,Ref01,A69-1601-65105,5/21/2020 21:21,4715.43,4978.82,9.144,34.398898,-119.552303,6,4.5,0.5,,,,In_E In_F Off_C Off_D Off_E Off_F PB,In_E In_F Off_C Off_D Off_E Off_F
61823,Off_E,A69-1601-62004,5/21/2020 21:23,4788.01,5095.54,6.096,34.39995,-119.551513,4,4.5,2.7,,,,In_D In_E Off_E Off_F PB,In_D In_E Off_F PB
61824,Off_A,A69-1601-62648,5/21/2020 21:24,3482.38,6127.3,6.4,34.40925,-119.565715,1,6.4,0.8,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61826,In_D,A69-1601-62005,5/21/2020 21:27,5024.35,5466.28,6.705,34.403292,-119.548943,4,3.9,0.6,,,,In_D In_F Off_C Off_D Off_E OS2,In_F Off_C Off_D Off_E OS2
61829,Off_C,A69-1601-62644,5/21/2020 21:28,4200.86,5688.74,7.62,34.405298,-119.5579,1,3.7,1.3,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61832,Ref01,A69-1601-65105,5/21/2020 21:30,4715.31,4979.22,9.144,34.398902,-119.552304,8,3.6,0.6,,,,In_C In_D In_E Off_C Off_D Off_E Off_F PB,In_D In_E Off_C Off_D Off_E Off_F
61833,Off_E,A69-1601-62004,5/21/2020 21:33,4781.82,5095.93,6.096,34.399954,-119.551581,1,3.8,3.6,,,,In_D Off_D Off_E Off_F,In_D Off_D Off_F
61835,Off_A,A69-1601-62648,5/21/2020 21:34,3480.4,6124.69,6.4,34.409227,-119.565736,1,6.4,2.6,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61836,In_B,A69-1601-62002,5/21/2020 21:35,4188.21,6253.54,6.096,34.410389,-119.558038,1,5.0,0.7,,,,In_B In_C Off_C OS1,In_C Off_C OS1
61840,In_D,A69-1601-62005,5/21/2020 21:37,5025.29,5469.77,6.705,34.403324,-119.548933,1,5.0,3.3,,,,In_D In_E Off_D OS2,In_E Off_D OS2
61842,Ref01,A69-1601-65105,5/21/2020 21:41,4712.65,4978.42,9.144,34.398894,-119.552333,11,3.7,2.3,,,,In_C In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2
61844,Off_E,A69-1601-62004,5/21/2020 21:43,4784.88,5095.64,6.096,34.399951,-119.551548,3,4.4,0.8,,,,In_D Off_E Off_F OS2 PB,In_D Off_F OS2 PB
61848,Off_C,A69-1601-62644,5/21/2020 21:48,4202.49,5690.06,7.62,34.405309,-119.557882,1,3.7,1.0,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61853,Ref01,A69-1601-65105,5/21/2020 21:51,4713.17,4978.08,9.144,34.398891,-119.552327,6,4.6,1.9,,,,In_D In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61858,Off_E,A69-1601-62004,5/21/2020 21:54,4781.42,5095.65,6.096,34.399951,-119.551585,1,3.5,4.0,,,,In_D Off_D Off_E PB,In_D Off_D PB
61862,In_D,A69-1601-62005,5/21/2020 21:56,5023.1,5466.75,6.705,34.403297,-119.548957,7,3.1,0.9,,,,In_C In_D In_E Off_D Off_E OS2,In_C In_E Off_D Off_E OS2
61867,Off_C,A69-1601-62644,5/21/2020 21:59,4202.33,5691.65,7.62,34.405324,-119.557884,7,3.0,2.6,,,,In_C Off_A Off_B Off_C Off_D OS2,In_C Off_A Off_B Off_D OS2
61870,Ref01,A69-1601-65105,5/21/2020 22:01,4713.39,4978.62,9.144,34.398896,-119.552325,10,3.8,1.6,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61878,In_A,A69-1601-62649,5/21/2020 22:05,3499.08,6582.64,3.657,34.413355,-119.565534,1,22.6,15.1,,,,In_A Off_A Off_B OS1,Off_A Off_B OS1
61880,Off_E,A69-1601-62004,5/21/2020 22:05,4786.3,5099.71,6.096,34.399988,-119.551532,8,2.9,3.6,,,,In_E Off_D Off_E Off_F OS2 PB,In_E Off_D Off_F OS2 PB
61890,In_D,A69-1601-62005,5/21/2020 22:15,5024.05,5466.97,6.705,34.403299,-119.548946,1,4.0,0.2,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61891,Off_E,A69-1601-62004,5/21/2020 22:16,4786.47,5099.47,6.096,34.399986,-119.55153,3,3.3,3.4,,,,In_E Off_D Off_E Off_F PB,In_E Off_D Off_F PB
61892,Off_A,A69-1601-62648,5/21/2020 22:17,3483.33,6126.7,6.4,34.409245,-119.565704,1,6.3,1.2,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
61895,Off_C,A69-1601-62644,5/21/2020 22:20,4202.35,5688.94,7.62,34.405299,-119.557883,1,8.3,0.3,,,,In_B In_C Off_B Off_C,In_B In_C Off_B
61898,Ref01,A69-1601-65105,5/21/2020 22:21,4712.97,4978.06,9.144,34.398891,-119.55233,6,4.6,2.1,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61906,In_D,A69-1601-62005,5/21/2020 22:25,5024.11,5466.88,6.705,34.403298,-119.548946,8,3.2,0.2,,,,In_D In_E Off_D Off_E OS2 PB,In_E Off_D Off_E OS2 PB
61910,Off_E,A69-1601-62004,5/21/2020 22:27,4779.64,5094.46,6.096,34.399941,-119.551605,1,3.5,6.0,,,,In_D Off_D Off_E PB,In_D Off_D PB
61917,Off_C,A69-1601-62644,5/21/2020 22:30,4202.25,5689.41,7.62,34.405303,-119.557884,1,8.2,0.3,,,,In_B In_C Off_B Off_C,In_B In_C Off_B
61919,Ref01,A69-1601-65105,5/21/2020 22:31,4712.87,4978.81,9.144,34.398898,-119.552331,7,4.6,2.1,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
61935,Ref01,A69-1601-65105,5/21/2020 22:41,4714.36,4980.35,9.144,34.398912,-119.552314,11,3.7,1.7,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_E Off_F OS2
61938,In_B,A69-1601-62002,5/21/2020 22:44,4189.14,6255.53,6.096,34.410407,-119.558028,1,8.4,2.8,,,,In_B In_C Off_B Off_C,In_C Off_B Off_C
61942,Off_E,A69-1601-62004,5/21/2020 22:47,4786.0,5097.94,6.096,34.399972,-119.551535,4,3.1,1.8,,,,In_E Off_D Off_E OS2 PB,In_E Off_D OS2 PB
61947,Off_C,A69-1601-62644,5/21/2020 22:51,4202.21,5689.66,7.62,34.405306,-119.557885,4,3.3,0.6,,,,In_C Off_B Off_C Off_D OS2,In_C Off_B Off_D OS2
61949,Ref01,A69-1601-65105,5/21/2020 22:51,4714.82,4978.66,9.144,34.398897,-119.552309,9,3.8,0.2,,,,In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
61950,In_D,A69-1601-62005,5/21/2020 22:54,5023.61,5466.2,6.705,34.403292,-119.548951,4,3.5,0.7,,,,In_D In_E Off_D Off_E OS2,In_E Off_D Off_E OS2
61953,Off_E,A69-1601-62004,5/21/2020 22:57,4785.89,5096.85,6.096,34.399962,-119.551537,9,3.0,0.8,,,,In_D In_E Off_D Off_E Off_F OS2 PB,In_D In_E Off_D Off_F OS2
61954,Off_C,A69-1601-62644,5/21/2020 23:01,4203.51,5692.16,7.62,34.405328,-119.557871,1,8.1,3.4,,,,In_B In_C Off_B Off_C,In_B In_C Off_B
61958,Ref01,A69-1601-65105,5/21/2020 23:02,4714.8,4978.73,9.144,34.398897,-119.55231,7,5.3,0.2,,,,In_D In_E Off_C Off_D Off_E OS2,In_D In_E Off_C Off_D Off_E OS2
61960,In_D,A69-1601-62005,5/21/2020 23:05,5024.17,5466.77,6.705,34.403297,-119.548945,1,4.0,0.2,,,,In_D In_E Off_E OS2,In_E Off_E OS2
61964,Off_E,A69-1601-62004,5/21/2020 23:06,4784.49,5095.36,6.096,34.399949,-119.551552,1,4.7,1.3,,,,Off_D Off_E OS2 PB,Off_D OS2 PB
61966,Off_G,A69-1601-62001,5/21/2020 23:09,5386.71,4476.26,7.62,34.394368,-119.545003,1,14.9,6.0,,,,In_E In_F Off_F Off_G,In_E In_F Off_F
61967,Off_A,A69-1601-62648,5/21/2020 23:09,3477.87,6123.2,6.4,34.409213,-119.565764,1,8.9,5.4,,,,In_A In_B Off_A Off_B,In_A In_B Off_B
61970,Off_C,A69-1601-62644,5/21/2020 23:11,4201.63,5688.44,7.62,34.405295,-119.557891,1,3.7,0.8,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
61972,Ref01,A69-1601-65105,5/21/2020 23:13,4715.54,4979.45,9.144,34.398904,-119.552302,7,3.6,0.9,,,,In_D Off_C Off_D OS2 PB,In_D Off_C Off_D OS2 PB
61977,In_D,A69-1601-62005,5/21/2020 23:15,5024.26,5466.87,6.705,34.403298,-119.548944,2,3.5,0.3,,,,In_C In_D In_E Off_E OS2,In_C In_E Off_E OS2
61979,Off_E,A69-1601-62004,5/21/2020 23:16,4785.24,5096.22,6.096,34.399956,-119.551544,4,3.0,0.2,,,,In_D In_E Off_D Off_E PB,In_D In_E Off_D PB
61990,Ref01,A69-1601-65105,5/21/2020 23:24,4715.43,4979.24,9.144,34.398902,-119.552303,10,4.1,0.7,,,,In_E In_F Off_D Off_E Off_F OS2 PB,In_E In_F Off_D Off_E Off_F OS2
61995,In_D,A69-1601-62005,5/21/2020 23:26,5025.98,5466.25,6.705,34.403292,-119.548925,1,9.0,2.1,,,,In_D Off_D Off_E OS2,Off_D Off_E OS2
61996,Off_E,A69-1601-62004,5/21/2020 23:26,4785.33,5095.9,6.096,34.399953,-119.551543,1,4.5,0.3,,,,In_E Off_D Off_E Off_F,In_E Off_D Off_F
62001,Off_A,A69-1601-62648,5/21/2020 23:30,3480.37,6125.3,6.4,34.409232,-119.565737,1,6.4,2.2,,,,In_A Off_A Off_B OS1,In_A Off_B OS1
62003,Off_C,A69-1601-62644,5/21/2020 23:30,4201.79,5688.87,7.62,34.405299,-119.55789,1,3.7,0.4,,,,In_C Off_B Off_C Off_D,In_C Off_B Off_D
62007,Ref01,A69-1601-65105,5/21/2020 23:34,4714.61,4978.76,9.144,34.398897,-119.552312,3,9.3,0.3,,,,In_F Off_E Off_F PB,In_F Off_E Off_F PB
62012,Off_E,A69-1601-62004,5/21/2020 23:35,4785.55,5096.38,6.096,34.399958,-119.55154,4,3.0,0.2,,,,In_D In_E Off_D Off_E PB,In_D In_E Off_D PB
62026,Ref01,A69-1601-65105,5/21/2020 23:43,4714.81,4978.5,9.144,34.398895,-119.55231,9,3.8,0.3,,,,In_C In_D In_E Off_C Off_D Off_E Off_F OS2 PB,In_E Off_C Off_D Off_E Off_F OS2
62038,Ref01,A69-1601-65105,5/21/2020 23:52,4715.0,4979.06,9.144,34.3989,-119.552308,6,4.6,0.3,,,,In_D In_E In_F Off_C Off_D Off_E Off_F OS2 PB,In_F Off_C Off_D Off_E Off_F OS2
62041,Off_E,A69-1601-62004,5/21/2020 23:54,4785.37,5094.15,6.096,34.399938,-119.551542,1,4.7,2.1,,,,Off_D Off_E OS2 PB,Off_D OS2 PB
62042,In_D,A69-1601-62005,5/21/2020 23:55,5024.29,5466.49,6.705,34.403294,-119.548944,7,3.1,0.4,,,,In_C In_D In_E Off_D Off_E OS2,In_C In_E Off_D Off_E OS2
