Unnamed: 0,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
49856,2020-21,A69-9006-7849,6/22/2020 15:14,3746.14,6399.25,3.942,34.411702,-119.562846,9,2.7,,,3.9415,,In_A In_B In_C Off_A Off_B OS1,In_A In_B In_C Off_A Off_B OS1
49857,2020-21,A69-9006-7849,6/22/2020 15:32,3819.42,6372.66,3.942,34.411462,-119.562049,4,3.0,,,3.9415,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B
49858,2020-21,A69-9006-7849,6/22/2020 15:32,3779.61,6422.46,3.942,34.411911,-119.562482,2,3.4,,,3.9415,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1
49859,2020-21,A69-9006-7849,6/22/2020 15:42,3638.97,6319.78,3.942,34.410986,-119.564012,7,2.7,,,3.9415,,In_A In_B Off_A Off_B Off_C,In_A In_B Off_A Off_B Off_C
49860,2020-21,A69-9006-7849,6/22/2020 16:00,3932.57,6298.66,3.942,34.410795,-119.560818,12,2.7,,,3.9415,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_A Off_B Off_C OS1
49861,2020-21,A69-9006-7849,6/22/2020 16:02,3841.23,6394.36,3.942,34.411658,-119.561812,8,3.0,,,3.9415,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C
49862,2020-21,A69-9006-7849,6/22/2020 16:09,3516.39,6439.16,3.942,34.412062,-119.565345,7,2.9,,,3.9415,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1
49863,2020-21,A69-9006-7849,6/22/2020 16:21,3535.21,6424.04,3.942,34.411925,-119.565141,4,3.2,,,3.9415,,In_A In_B Off_A Off_B,In_A In_B Off_A Off_B
49864,2020-21,A69-9006-7849,6/22/2020 16:34,3904.91,6394.72,3.942,34.411661,-119.561119,9,3.1,,,3.9415,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50278,2020-21,A69-9006-7849,6/22/2020 14:27,4333.97,6084.08,4.093,34.408861,-119.556452,11,2.7,,,4.0931,,In_B In_C Off_A Off_B Off_C Off_D,In_B In_C Off_A Off_B Off_C Off_D
50279,2020-21,A69-9006-7849,6/22/2020 14:36,4720.56,5659.55,4.093,34.405035,-119.552247,8,2.9,,,4.0931,,In_B In_C In_D In_E Off_C Off_D OS2,In_B In_C In_E Off_C Off_D OS2
50280,2020-21,A69-9006-7849,6/22/2020 14:47,4308.99,6135.61,4.093,34.409326,-119.556724,9,2.8,,,4.0931,,In_B In_C Off_A Off_B Off_C OS2,In_B In_C Off_A Off_B Off_C OS2
50281,2020-21,A69-9006-7849,6/22/2020 15:09,3457.5,6180.87,4.093,34.409733,-119.565985,2,4.0,,,4.0931,,In_A Off_A Off_B Off_C OS1,In_A Off_A Off_B OS1
50282,2020-21,A69-9006-7849,6/22/2020 15:12,3675.9,6307.51,4.093,34.410875,-119.56361,12,2.5,,,4.0931,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50283,2020-21,A69-9006-7849,6/22/2020 16:10,3501.43,6381.68,4.093,34.411543,-119.565508,13,2.8,,,4.0931,,In_A In_B In_C Off_A Off_B OS1,In_A In_B In_C Off_A Off_B OS1
50284,2020-21,A69-9006-7849,6/22/2020 16:15,3752.39,6458.74,4.093,34.412238,-119.562778,10,2.9,,,4.0931,,In_A In_B In_C Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50285,2020-21,A69-9006-7849,6/22/2020 16:30,3670.34,6482.01,4.093,34.412448,-119.563671,8,3.1,,,4.0931,,In_A In_B Off_A Off_B Off_C,In_A In_B Off_A Off_B Off_C
50287,2020-21,A69-9006-7849,6/22/2020 16:33,3824.68,6443.89,4.093,34.412105,-119.561992,3,5.7,,,4.0931,,In_B Off_A Off_B Off_C,In_B Off_A Off_B Off_C
50664,2020-21,A69-9006-7849,6/22/2020 15:06,3294.81,6328.95,4.245,34.411068,-119.567755,3,6.3,,,4.2447,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1
50665,2020-21,A69-9006-7849,6/22/2020 15:08,3396.0,6208.25,4.245,34.40998,-119.566654,2,4.8,,,4.2447,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1
50666,2020-21,A69-9006-7849,6/22/2020 15:10,3531.33,6193.59,4.245,34.409848,-119.565182,12,2.8,,,4.2447,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50667,2020-21,A69-9006-7849,6/22/2020 16:13,3661.44,6356.39,4.245,34.411316,-119.563768,12,2.5,,,4.2447,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50668,2020-21,A69-9006-7849,6/22/2020 16:14,3747.81,6378.72,4.245,34.411517,-119.562828,11,2.6,,,4.2447,,In_A In_B In_C Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
50669,2020-21,A69-9006-7849,6/22/2020 16:23,3482.45,6381.57,4.245,34.411542,-119.565714,7,3.0,,,4.2447,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1
51043,2020-21,A69-9006-7849,6/22/2020 15:07,3328.49,6267.46,4.396,34.410513,-119.567389,2,5.7,,,4.3963,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1
51044,2020-21,A69-9006-7849,6/22/2020 16:23,3435.83,6350.71,4.396,34.411264,-119.566221,1,5.2,,,4.3963,,In_A Off_A Off_B Off_C,In_A Off_A Off_B
51045,2020-21,A69-9006-7849,6/22/2020 16:24,3379.7,6353.01,4.396,34.411285,-119.566832,6,3.9,,,4.3963,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1
51375,2020-21,A69-9006-7849,6/22/2020 16:42,3679.72,6346.82,4.548,34.411229,-119.563569,12,2.5,,,4.5479,,In_A In_B Off_A Off_B Off_C OS1,In_A In_B Off_A Off_B Off_C OS1
52263,2020-21,A69-9006-7849,6/22/2020 12:29,3551.54,5976.83,5.003,34.407894,-119.564962,2,4.8,,,5.0027,,In_C Off_A Off_B OS1,In_C Off_A Off_B OS1
52515,2020-21,A69-9006-7849,6/22/2020 12:25,3437.35,5785.14,5.154,34.406166,-119.566204,1,21.0,,,5.1543,,Off_A Off_B OS1,Off_A Off_B OS1
