TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-21,A69-9006-7849,2020-07-29 13:01:00,3357.22,6452.94,-0.607,34.412186,-119.567077,1,5.7,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,211,128941.0,781,16.05256844,7/29/2020 13:01,7/29/2020 6:01,July,6,dawn,day,POINT (-119.567077 34.412186)
2020-21,A69-9006-7849,2020-07-29 13:02:00,3401.3,6478.0,-0.607,34.412412,-119.566597,1,4.9,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,211,128942.0,782,16.04883957,7/29/2020 13:02,7/29/2020 6:02,July,6,dawn,day,POINT (-119.566597 34.412412)
2020-21,A69-9006-7849,2020-07-29 13:03:00,3457.66,6493.65,-0.607,34.412553,-119.565984,1,4.0,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,211,128943.0,783,16.04514885,7/29/2020 13:03,7/29/2020 6:03,July,6,dawn,day,POINT (-119.565984 34.412553)
2020-21,A69-9006-7849,2020-07-29 13:04:00,3498.9,6501.91,-0.607,34.412627,-119.565536,1,3.6,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,211,128944.0,784,16.04146004,7/29/2020 13:04,7/29/2020 6:04,July,6,dawn,day,POINT (-119.565536 34.412627)
2020-21,A69-9006-7849,2020-07-29 13:11:00,3781.69,6612.79,-0.607,34.413627,-119.56246,5,4.2,,,0.0,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,211,128951.0,791,16.01564598,7/29/2020 13:11,7/29/2020 6:11,July,6,dawn,day,POINT (-119.56246 34.413627)
2020-21,A69-9006-7849,2020-07-29 13:12:00,3857.01,6587.7,-0.607,34.413401,-119.561641,1,6.2,,,0.0,,In_A In_B Off_B OS1,In_A In_B Off_B,211,128952.0,792,16.01211929,7/29/2020 13:12,7/29/2020 6:12,July,6,dawn,day,POINT (-119.561641 34.413401)
2020-21,A69-9006-7849,2020-07-29 13:13:00,3900.51,6571.06,-0.607,34.413251,-119.561167,2,5.4,,,0.0,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,211,128953.0,793,16.00853539,7/29/2020 13:13,7/29/2020 6:13,July,6,dawn,day,POINT (-119.561167 34.413251)
2020-21,A69-9006-7849,2020-07-29 13:14:00,3908.22,6526.32,-0.607,34.412848,-119.561083,1,11.5,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,211,128954.0,794,16.00497437,7/29/2020 13:14,7/29/2020 6:14,July,6,dawn,day,POINT (-119.561083 34.412848)
2020-21,A69-9006-7849,2020-07-29 13:18:00,4066.02,6465.21,-0.607,34.412297,-119.559367,4,6.4,,,0.0,,In_B Off_A Off_B Off_C OS1,In_B Off_A Off_B Off_C OS1,211,128958.0,798,15.99059677,7/29/2020 13:18,7/29/2020 6:18,July,6,dawn,day,POINT (-119.559367 34.412297)
2020-21,A69-9006-7849,2020-07-29 13:20:00,4113.79,6412.96,-0.607,34.411826,-119.558847,2,5.0,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,211,128960.0,800,15.98344421,7/29/2020 13:20,7/29/2020 6:20,July,6,dawn,day,POINT (-119.558847 34.411826)
2020-21,A69-9006-7849,2020-07-29 13:21:00,4134.03,6425.37,-0.607,34.411938,-119.558627,1,7.9,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,211,128961.0,801,15.97978497,7/29/2020 13:21,7/29/2020 6:21,July,6,dawn,day,POINT (-119.558627 34.411938)
2020-21,A69-9006-7849,2020-07-29 13:22:00,4110.72,6456.97,-0.607,34.412223,-119.558881,2,7.4,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,211,128962.0,802,15.97602272,7/29/2020 13:22,7/29/2020 6:22,July,6,dawn,day,POINT (-119.558881 34.412223)
