TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-20,A69-9006-7853,2020-06-07 17:37:00,5462.32,4677.79,-0.607,34.396184,-119.54418,4,2.9,,,0.0,,In_E In_F Off_F Off_G,In_E In_F Off_F Off_G,159,54337.0,1057,17.18541908,6/7/2020 17:37,6/7/2020 10:37,June,10,morning,day,POINT (-119.54418 34.396184)
2020-20,A69-9006-7853,2020-06-07 17:39:00,5387.51,4720.56,-0.607,34.39657,-119.544994,1,4.6,,,0.0,,In_E In_F Off_F,In_E In_F Off_F,159,54339.0,1059,17.19604111,6/7/2020 17:39,6/7/2020 10:39,June,10,morning,day,POINT (-119.544994 34.39657)
2020-20,A69-9006-7853,2020-06-07 17:45:00,5264.72,4865.31,-0.607,34.397875,-119.546329,2,2.9,,,0.0,,In_E In_F Off_F PB,In_E In_F Off_F PB,159,54345.0,1065,17.22800636,6/7/2020 17:45,6/7/2020 10:45,June,10,morning,day,POINT (-119.546329 34.397875)
2020-20,A69-9006-7853,2020-06-07 17:46:00,5243.18,4894.38,-0.607,34.398137,-119.546563,2,2.9,,,0.0,,In_E In_F Off_F PB,In_E In_F Off_F PB,159,54346.0,1066,17.23331833,6/7/2020 17:46,6/7/2020 10:46,June,10,morning,day,POINT (-119.546563 34.398137)
2020-20,A69-9006-7853,2020-06-07 17:47:00,5266.12,4906.3,-0.607,34.398244,-119.546314,3,2.8,,,0.0,,In_E In_F Off_F PB,In_E In_F Off_F PB,159,54347.0,1067,17.23875046,6/7/2020 17:47,6/7/2020 10:47,June,10,morning,day,POINT (-119.546314 34.398244)
2020-20,A69-9006-7853,2020-06-07 17:48:00,5254.92,4888.04,-0.607,34.39808,-119.546436,3,2.9,,,0.0,,In_E In_F Off_E Off_F,In_E In_F Off_E Off_F,159,54348.0,1068,17.24422264,6/7/2020 17:48,6/7/2020 10:48,June,10,morning,day,POINT (-119.546436 34.39808)
2020-20,A69-9006-7853,2020-06-07 17:51:00,5232.06,4900.52,-0.607,34.398192,-119.546684,8,2.7,,,0.0,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB,159,54351.0,1071,17.26045036,6/7/2020 17:51,6/7/2020 10:51,June,10,morning,day,POINT (-119.546684 34.398192)
2020-20,A69-9006-7853,2020-06-07 17:51:00,5207.55,4922.63,-0.607,34.398392,-119.546951,8,2.6,,,0.0,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB,159,54351.0,1071,17.26034355,6/7/2020 17:51,6/7/2020 10:51,June,10,morning,day,POINT (-119.546951 34.398392)
2020-20,A69-9006-7853,2020-06-07 17:52:00,5206.93,4952.42,-0.607,34.39866,-119.546958,4,3.1,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,159,54352.0,1072,17.26568604,6/7/2020 17:52,6/7/2020 10:52,June,10,morning,day,POINT (-119.546958 34.39866)
2020-20,A69-9006-7853,2020-06-07 17:53:00,5179.54,4979.54,-0.607,34.398905,-119.547255,4,2.9,,,0.0,,In_E In_F Off_E PB,In_E In_F Off_E PB,159,54353.0,1073,17.27099419,6/7/2020 17:53,6/7/2020 10:53,June,10,morning,day,POINT (-119.547255 34.398905)
2020-20,A69-9006-7853,2020-06-07 17:54:00,5147.49,5007.89,-0.607,34.39916,-119.547604,1,4.0,,,0.0,,In_E Off_E PB,In_E Off_E PB,159,54354.0,1074,17.27628899,6/7/2020 17:54,6/7/2020 10:54,June,10,morning,day,POINT (-119.547604 34.39916)
2020-20,A69-9006-7853,2020-06-07 17:55:00,5170.32,5017.88,-0.607,34.39925,-119.547356,8,2.6,,,0.0,,In_D In_E In_F Off_F PB,In_D In_E In_F Off_F PB,159,54355.0,1075,17.27529335,6/7/2020 17:55,6/7/2020 10:55,June,10,morning,day,POINT (-119.547356 34.39925)
2020-20,A69-9006-7853,2020-06-07 17:56:00,5189.14,5007.15,-0.607,34.399153,-119.547151,8,2.6,,,0.0,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB,159,54356.0,1076,17.27103806,6/7/2020 17:56,6/7/2020 10:56,June,10,morning,day,POINT (-119.547151 34.399153)
2020-20,A69-9006-7853,2020-06-07 17:57:00,5165.5,4983.83,-0.607,34.398943,-119.547408,4,2.8,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,159,54357.0,1077,17.26677704,6/7/2020 17:57,6/7/2020 10:57,June,10,morning,day,POINT (-119.547408 34.398943)
2020-20,A69-9006-7853,2020-06-07 17:58:00,5163.73,5016.87,-0.607,34.399241,-119.547427,4,2.8,,,0.0,,In_D In_E Off_E Off_F,In_D In_E Off_E Off_F,159,54358.0,1078,17.26241112,6/7/2020 17:58,6/7/2020 10:58,June,10,morning,day,POINT (-119.547427 34.399241)
2020-20,A69-9006-7853,2020-06-07 17:59:00,5156.52,5048.1,-0.607,34.399523,-119.547506,4,3.1,,,0.0,,In_D In_E Off_E PB,In_D In_E Off_E PB,159,54359.0,1079,17.24541664,6/7/2020 17:59,6/7/2020 10:59,June,10,morning,day,POINT (-119.547506 34.399523)
2020-20,A69-9006-7853,2020-06-07 17:35:00,5466.55,4620.46,1.819,34.395667,-119.544134,1,3.3,,,1.8191,,In_F Off_F Off_G,In_F Off_F Off_G,159,54335.0,1055,16.9973259,6/7/2020 17:35,6/7/2020 10:35,June,10,morning,day,POINT (-119.544134 34.395667)
