t,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,geometry,TIMEDELTA,speed,prev_pt,direction,turning_angle,state
2020-06-14 03:55:00,2020-21,A69-9006-7849,6/14/2020 3:55,5433.39,5035.3,3.638,34.399407,-119.544495,1,3.3,,,3.6383,,In_E In_F Off_F,In_E In_F Off_F,POINT (-119.544495 34.399407),0 days 00:00:00,1.0020397917763064,,332.8946103858475,0.0,1
2020-06-14 03:56:00,2020-21,A69-9006-7849,6/14/2020 3:56,5405.91,5088.75,3.032,34.399889,-119.544794,1,5.2,,,3.0319,,In_D In_E In_F Off_E,In_D In_F Off_E,POINT (-119.544794 34.399889),0 days 00:01:00,1.0020397917763064,POINT (-119.544495 34.399407),332.8946103858475,-26.800820882615778,1
2020-06-14 04:07:00,2020-21,A69-9006-7849,6/14/2020 4:07,5115.6,5299.45,0.91,34.401788,-119.547951,2,2.9,,,0.9095,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,POINT (-119.547951 34.401788),0 days 00:11:00,0.5434288061550868,POINT (-119.544794 34.399889),306.09378950323173,-19.58090870808799,1
2020-06-14 04:08:00,2020-21,A69-9006-7849,6/14/2020 4:08,5077.22,5310.72,1.061,34.40189,-119.548368,1,5.8,,,1.0611,,In_D Off_E OS2 PB,In_D Off_E PB,POINT (-119.548368 34.40189),0 days 00:01:00,0.6662795239142433,POINT (-119.547951 34.401788),286.51288079514376,41.87031626779789,1
2020-06-14 04:12:00,2020-21,A69-9006-7849,6/14/2020 4:12,4979.93,5468.04,0.758,34.403308,-119.549426,2,3.9,,,0.7579,,In_D In_E Off_D Off_E,In_D In_E Off_D Off_E,POINT (-119.549426 34.403308),0 days 00:04:00,0.7706200666067747,POINT (-119.548368 34.40189),328.38319706294163,-14.329217079609341,1
2020-06-14 04:13:00,2020-21,A69-9006-7849,6/14/2020 4:13,4948.05,5498.78,0.0,34.403585,-119.549773,1,3.9,,,-0.0001,,In_D Off_D OS2,In_D Off_D OS2,POINT (-119.549773 34.403585),0 days 00:01:00,0.7382638540170473,POINT (-119.549426 34.403308),314.0539799833323,19.733165813888437,1
2020-06-14 04:14:00,2020-21,A69-9006-7849,6/14/2020 4:14,4931.31,5532.62,-0.607,34.40389,-119.549955,1,3.9,,,-0.6065,,In_D Off_D OS2,In_D Off_D OS2,POINT (-119.549955 34.40389),0 days 00:01:00,0.6290951662900842,POINT (-119.549773 34.403585),333.7871457972207,-26.816081553382887,1
2020-06-14 04:15:00,2020-21,A69-9006-7849,6/14/2020 4:15,4899.05,5556.77,-0.607,34.404108,-119.550306,1,3.8,,,-0.6065,,In_D Off_D OS2,In_D Off_D OS2,POINT (-119.550306 34.404108),0 days 00:01:00,0.672130025596679,POINT (-119.549955 34.40389),306.9710642438378,27.462287457424633,1
2020-06-14 04:19:00,2020-21,A69-9006-7849,6/14/2020 4:19,4845.63,5667.96,-0.607,34.40511,-119.550887,1,3.8,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.550887 34.40511),0 days 00:04:00,0.5138420838663597,POINT (-119.550306 34.404108),334.43335170126244,-45.4220305650756,1
2020-06-14 04:23:00,2020-21,A69-9006-7849,6/14/2020 4:23,4727.57,5708.38,-0.607,34.405475,-119.552171,1,3.5,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.552171 34.405475),0 days 00:04:00,0.5200250866778621,POINT (-119.550887 34.40511),289.01132113618684,-3.4388529561534162,1
2020-06-14 04:26:00,2020-21,A69-9006-7849,6/14/2020 4:26,4601.63,5743.38,-0.607,34.40579,-119.553541,4,2.8,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.553541 34.40579),0 days 00:03:00,0.7262181118683902,POINT (-119.552171 34.405475),285.5724681800334,14.21281608826507,1
2020-06-14 04:31:00,2020-21,A69-9006-7849,6/14/2020 4:31,4455.97,5826.29,-0.607,34.406538,-119.555125,1,4.2,,,-0.6065,,In_C Off_D OS2,In_C Off_D OS2,POINT (-119.555125 34.406538),0 days 00:05:00,0.5587203436922527,POINT (-119.553541 34.40579),299.7852842682985,18.079184103620612,1
2020-06-14 04:38:00,2020-21,A69-9006-7849,6/14/2020 4:38,4318.18,5977.95,-0.607,34.407905,-119.556624,1,2.8,,,-0.6065,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.556624 34.407905),0 days 00:07:00,0.48788885918694874,POINT (-119.555125 34.406538),317.8644683719191,38.60274432140925,1
2020-06-14 04:39:00,2020-21,A69-9006-7849,6/14/2020 4:39,4315.09,6026.95,-0.607,34.408346,-119.556657,1,3.0,,,-0.6065,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.556657 34.408346),0 days 00:01:00,0.8169004745608491,POINT (-119.556624 34.407905),356.46721269332835,-11.238132688494144,1
2020-06-14 04:40:00,2020-21,A69-9006-7849,6/14/2020 4:40,4303.77,6069.9,-0.607,34.408734,-119.556781,1,3.3,,,-0.6065,,In_B In_C Off_B,In_B In_C Off_B,POINT (-119.556781 34.408734),0 days 00:01:00,0.7420841533592972,POINT (-119.556657 34.408346),345.2290800048342,-26.461248822989724,1
2020-06-14 04:51:00,2020-21,A69-9006-7849,6/14/2020 4:51,4122.04,6276.43,-0.607,34.410595,-119.558758,1,3.5,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.558758 34.410595),0 days 00:11:00,0.41675071394535285,POINT (-119.556781 34.408734),318.7678311818445,-42.82423244678368,1
2020-06-14 04:52:00,2020-21,A69-9006-7849,6/14/2020 4:52,4092.06,6279.53,-0.607,34.410623,-119.559084,1,3.4,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.559084 34.410623),0 days 00:01:00,0.5022044572974425,POINT (-119.558758 34.410595),275.9435987350608,26.026203396345338,1
2020-06-14 04:54:00,2020-21,A69-9006-7849,6/14/2020 4:54,4033.43,6315.94,-0.607,34.410951,-119.559721,1,3.4,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.559721 34.410951),0 days 00:02:00,0.5745557616750072,POINT (-119.559084 34.410623),301.96980213140614,11.332116755414335,1
2020-06-14 04:55:00,2020-21,A69-9006-7849,6/14/2020 4:55,3997.53,6349.6,-0.607,34.411255,-119.560112,1,3.7,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.560112 34.411255),0 days 00:01:00,0.8214894456574588,POINT (-119.559721 34.410951),313.3019188868205,2.061954333205229,1
2020-06-14 04:57:00,2020-21,A69-9006-7849,6/14/2020 4:57,3962.86,6384.57,-0.607,34.41157,-119.560489,1,4.3,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.560489 34.41157),0 days 00:02:00,0.4101439081060296,POINT (-119.560112 34.411255),315.3638732200257,-58.53523253074796,1
2020-06-14 05:02:00,2020-21,A69-9006-7849,6/14/2020 5:02,3838.07,6355.48,-0.607,34.411308,-119.561846,1,3.6,,,-0.6065,,In_A In_B Off_B OS1,In_A In_B Off_B,POINT (-119.561846 34.411308),0 days 00:05:00,0.4269969567585767,POINT (-119.560489 34.41157),256.82864068927773,-12.770020008520627,1
2020-06-14 05:03:00,2020-21,A69-9006-7849,6/14/2020 5:03,3810.58,6342.27,-0.607,34.411188,-119.562145,1,3.6,,,-0.6065,,In_A In_B Off_B OS1,In_A In_B Off_B,POINT (-119.562145 34.411188),0 days 00:01:00,0.5090447275749386,POINT (-119.561846 34.411308),244.05862068075712,10.245095007738945,1
2020-06-14 05:04:00,2020-21,A69-9006-7849,6/14/2020 5:04,3744.8,6323.81,-0.607,34.411022,-119.562861,3,2.9,,,-0.6065,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.562861 34.411022),0 days 00:01:00,1.1392372686793795,POINT (-119.562145 34.411188),254.30371568849606,23.294269036121342,1
