TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day
2020-32,A69-9006-7850,7/29/2020 7:09,5130.55,4911.62,-0.607,34.398292,-119.547788,4,2.7,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,211,128589.0,429,17.71656227,7/29/2020 7:09,7/29/2020 0:09,July,0,night,night
2020-32,A69-9006-7850,7/29/2020 7:15,5058.15,4763.5,-0.607,34.396957,-119.548576,1,5.8,,,0.0,,Off_E Off_F PB,Off_E Off_F PB,211,128595.0,435,17.70305252,7/29/2020 7:15,7/29/2020 0:15,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:14,4487.22,5907.74,-0.607,34.407272,-119.554785,2,2.9,,,0.0,,In_B In_C Off_C OS2,In_B In_C Off_C OS2,213,131474.0,434,18.20788765,7/31/2020 7:14,7/31/2020 0:14,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:16,4535.08,5895.93,-0.607,34.407165,-119.554265,1,3.2,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,213,131476.0,436,18.20268631,7/31/2020 7:16,7/31/2020 0:16,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:21,4628.35,5757.55,-0.607,34.405918,-119.55325,1,3.5,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,213,131481.0,441,18.19108772,7/31/2020 7:21,7/31/2020 0:21,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:27,4669.35,5631.64,-0.607,34.404783,-119.552804,1,3.2,,,0.0,,In_C In_D Off_D,In_C In_D Off_D,213,131487.0,447,18.18337059,7/31/2020 7:27,7/31/2020 0:27,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:28,4706.2,5625.51,-0.607,34.404728,-119.552403,1,3.2,,,0.0,,In_C In_D Off_D OS2,In_C In_D Off_D,213,131488.0,448,18.18208504,7/31/2020 7:28,7/31/2020 0:28,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:39,4834.3,5345.39,-0.607,34.402203,-119.55101,1,3.1,,,0.0,,In_D Off_D Off_E,In_D Off_D Off_E,213,131499.0,459,18.16828728,7/31/2020 7:39,7/31/2020 0:39,July,0,night,night
2020-32,A69-9006-7850,7/31/2020 7:47,4788.67,5471.78,-0.607,34.403342,-119.551506,1,3.0,,,0.0,,In_D Off_D OS2,In_D Off_D OS2,213,131507.0,467,18.1492939,7/31/2020 7:47,7/31/2020 0:47,July,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:03,4643.17,5662.84,-0.607,34.405064,-119.553089,4,2.7,,,0.0,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,224,147303.0,423,20.68054771,8/11/2020 7:03,8/11/2020 0:03,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:23,4523.73,5694.69,-0.607,34.405351,-119.554388,1,3.5,,,0.0,,In_C Off_C Off_D,In_C Off_C Off_D,224,147323.0,443,20.64894104,8/11/2020 7:23,8/11/2020 0:23,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:26,4483.87,5717.6,-0.607,34.405558,-119.554822,1,3.7,,,0.0,,Off_C Off_D OS2,Off_C Off_D OS2,224,147326.0,446,20.64415932,8/11/2020 7:26,8/11/2020 0:26,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:30,4581.41,5814.86,-0.607,34.406435,-119.553761,4,2.9,,,0.0,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,224,147330.0,450,20.63775063,8/11/2020 7:30,8/11/2020 0:30,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:32,4611.89,5755.34,-0.607,34.405898,-119.553429,1,3.3,,,0.0,,In_C Off_D OS2,In_C Off_D OS2,224,147332.0,452,20.63471413,8/11/2020 7:32,8/11/2020 0:32,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:34,4631.49,5726.52,-0.607,34.405638,-119.553216,1,4.8,,,0.0,,In_C Off_C Off_D,In_C Off_C Off_D,224,147334.0,454,20.63162041,8/11/2020 7:34,8/11/2020 0:34,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:58,4932.69,5557.75,-0.607,34.404117,-119.54994,7,2.9,,,0.0,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2,224,147358.0,478,20.59424019,8/11/2020 7:58,8/11/2020 0:58,August,0,night,night
2020-32,A69-9006-7850,8/11/2020 7:59,4973.82,5554.87,-0.607,34.404091,-119.549493,6,3.4,,,0.0,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2,224,147359.0,479,20.59269142,8/11/2020 7:59,8/11/2020 0:59,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:02,5220.74,4677.58,-0.607,34.396182,-119.546807,1,6.8,,,0.0,,In_E Mid_A Off_F,In_E Mid_A Off_F,226,150182.0,422,20.82502747,8/13/2020 7:02,8/13/2020 0:02,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:09,5283.22,4793.67,-0.607,34.397229,-119.546128,4,2.8,,,0.0,,In_E In_F Mid_A Off_F PB,In_E In_F Mid_A Off_F PB,226,150189.0,429,20.81228447,8/13/2020 7:09,8/13/2020 0:09,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:42,5357.8,4907.78,-0.607,34.398258,-119.545317,3,2.6,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,226,150222.0,462,20.75670052,8/13/2020 7:42,8/13/2020 0:42,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:44,5331.11,4990.24,-0.607,34.399001,-119.545607,1,3.5,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,226,150224.0,464,20.75353813,8/13/2020 7:44,8/13/2020 0:44,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:45,5337.76,5023.0,-0.607,34.399296,-119.545535,1,3.6,,,0.0,,In_E Mid_A PB,In_E Mid_A PB,226,150225.0,465,20.75198174,8/13/2020 7:45,8/13/2020 0:45,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:51,5171.11,5105.22,-0.607,34.400038,-119.547347,4,2.9,,,0.0,,In_D_2 In_E Off_E PB,In_D_2 In_E Off_E PB,226,150231.0,471,20.74270821,8/13/2020 7:51,8/13/2020 0:51,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:54,5085.08,5069.9,-0.607,34.399719,-119.548283,4,2.8,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,226,150234.0,474,20.73846626,8/13/2020 7:54,8/13/2020 0:54,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:58,5055.52,4959.56,-0.607,34.398724,-119.548604,1,3.2,,,0.0,,In_E Off_F PB,In_E Off_F PB,226,150238.0,478,20.73299599,8/13/2020 7:58,8/13/2020 0:58,August,0,night,night
2020-32,A69-9006-7850,8/13/2020 7:59,5062.17,4901.02,-0.607,34.398197,-119.548532,8,2.5,,,0.0,,In_E Mid_A Off_E Off_F PB,In_E Mid_A Off_E Off_F PB,226,150239.0,479,20.73168755,8/13/2020 7:59,8/13/2020 0:59,August,0,night,night
2020-32,A69-9006-7850,8/14/2020 7:20,5537.86,4696.97,-0.607,34.396357,-119.543359,1,9.2,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,227,151640.0,440,20.87878609,8/14/2020 7:20,8/14/2020 0:20,August,0,night,night
2020-32,A69-9006-7850,8/14/2020 7:22,5498.59,4708.43,-0.607,34.396461,-119.543786,1,7.7,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,227,151642.0,442,20.8751564,8/14/2020 7:22,8/14/2020 0:22,August,0,night,night
2020-32,A69-9006-7850,8/14/2020 7:26,5416.78,4805.52,-0.607,34.397336,-119.544675,2,3.0,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,227,151646.0,446,20.86773872,8/14/2020 7:26,8/14/2020 0:26,August,0,night,night
2020-32,A69-9006-7850,8/14/2020 7:27,5400.97,4839.44,-0.607,34.397642,-119.544847,2,2.8,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,227,151647.0,447,20.86586761,8/14/2020 7:27,8/14/2020 0:27,August,0,night,night
