TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day
2020-31,A69-9006-7852,8/6/2020 7:47,4558.1,5909.67,-0.607,34.407289,-119.554014,1,3.5,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,219,140147.0,467,19.75179291,8/6/2020 7:47,8/6/2020 0:47,August,0,night,night
2020-31,A69-9006-7852,8/6/2020 7:48,4563.09,5864.21,-0.607,34.40688,-119.55396,2,2.9,,,0.0,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,219,140148.0,468,19.75099373,8/6/2020 7:48,8/6/2020 0:48,August,0,night,night
2020-31,A69-9006-7852,8/6/2020 7:49,4543.74,5811.14,-0.607,34.406401,-119.55417,1,3.0,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,219,140149.0,469,19.75017166,8/6/2020 7:49,8/6/2020 0:49,August,0,night,night
2020-31,A69-9006-7852,8/6/2020 7:51,4529.36,5715.03,-0.607,34.405535,-119.554327,1,3.8,,,0.0,,In_C In_D Off_D,In_C In_D Off_D,219,140151.0,471,19.74853897,8/6/2020 7:51,8/6/2020 0:51,August,0,night,night
2020-31,A69-9006-7852,8/6/2020 7:54,4574.66,5579.65,-0.607,34.404314,-119.553834,1,5.6,,,0.0,,In_D Off_D OS2,In_D Off_D OS2,219,140154.0,474,19.74621964,8/6/2020 7:54,8/6/2020 0:54,August,0,night,night
2020-31,A69-9006-7852,8/6/2020 7:57,4578.64,5457.3,-0.607,34.403211,-119.553791,7,2.7,,,0.0,,In_D Off_C Off_D Off_E OS2,In_D Off_C Off_D Off_E OS2,219,140157.0,477,19.74370384,8/6/2020 7:57,8/6/2020 0:57,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:29,4462.16,5555.12,-0.607,34.404093,-119.555058,1,2.9,,,0.0,,Off_C Off_D OS2,Off_C Off_D OS2,220,141569.0,449,20.04804039,8/7/2020 7:29,8/7/2020 0:29,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:32,4554.62,5633.08,-0.607,34.404796,-119.554052,2,2.8,,,0.0,,In_C In_D Off_D OS2,In_C In_D Off_D OS2,220,141572.0,452,20.04705238,8/7/2020 7:32,8/7/2020 0:32,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:35,4639.22,5629.64,-0.607,34.404765,-119.553132,1,4.0,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,220,141575.0,455,20.04652596,8/7/2020 7:35,8/7/2020 0:35,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:38,4693.5,5545.68,-0.607,34.404008,-119.552542,7,2.6,,,0.0,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,220,141578.0,458,20.046381,8/7/2020 7:38,8/7/2020 0:38,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:43,4811.03,5410.15,-0.607,34.402786,-119.551263,4,2.6,,,0.0,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,220,141583.0,463,20.04620171,8/7/2020 7:43,8/7/2020 0:43,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:58,5184.48,5208.01,-0.607,34.400964,-119.547202,1,4.7,,,0.0,,In_D In_E Off_D,In_D In_E Off_D,220,141598.0,478,20.04450607,8/7/2020 7:58,8/7/2020 0:58,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:03,5104.84,4910.29,-0.607,34.39828,-119.548068,4,2.8,,,0.0,,In_E Mid_A Off_E PB,In_E Mid_A Off_E PB,221,142983.0,423,20.34832954,8/8/2020 7:03,8/8/2020 0:03,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:05,5132.67,4938.41,-0.607,34.398534,-119.547765,2,3.7,,,0.0,,Mid_A Off_E Off_F PB,Mid_A Off_E Off_F PB,221,142985.0,425,20.349123,8/8/2020 7:05,8/8/2020 0:05,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:10,5240.45,5013.69,-0.607,34.399212,-119.546593,4,2.7,,,0.0,,In_E Mid_A Off_E Off_F,In_E Mid_A Off_E Off_F,221,142990.0,430,20.35117912,8/8/2020 7:10,8/8/2020 0:10,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:12,5273.34,4992.53,-0.607,34.399022,-119.546235,1,3.1,,,0.0,,In_E Mid_A Off_F,In_E Mid_A Off_F,221,142992.0,432,20.35219193,8/8/2020 7:12,8/8/2020 0:12,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:15,5311.67,4925.96,-0.607,34.398421,-119.545818,1,3.6,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,221,142995.0,435,20.35384941,8/8/2020 7:15,8/8/2020 0:15,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:20,5308.53,4771.33,-0.607,34.397028,-119.545853,1,4.2,,,0.0,,In_E In_F PB,In_E In_F PB,221,143000.0,440,20.35661507,8/8/2020 7:20,8/8/2020 0:20,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:29,5355.55,4602.43,-0.607,34.395505,-119.545341,3,2.8,,,0.0,,In_F Mid_A Off_F Off_G,In_F Mid_A Off_F Off_G,221,143009.0,449,20.36125755,8/8/2020 7:29,8/8/2020 0:29,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:57,5070.62,4999.31,-0.607,34.399083,-119.54844,4,2.6,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,221,143037.0,477,20.34980583,8/8/2020 7:57,8/8/2020 0:57,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:21,5378.24,4808.79,-0.607,34.397365,-119.545095,1,3.6,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Off_F,222,144441.0,441,20.5239296,8/9/2020 7:21,8/9/2020 0:21,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:34,5399.38,5065.03,-0.607,34.399675,-119.544865,1,3.4,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,222,144454.0,454,20.5078373,8/9/2020 7:34,8/9/2020 0:34,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:38,5289.04,4940.82,-0.607,34.398555,-119.546065,16,2.4,,,0.0,,In_D In_E In_F Mid_A Off_E Off_F,In_D In_E In_F Mid_A Off_E Off_F,222,144458.0,458,20.50306892,8/9/2020 7:38,8/9/2020 0:38,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:42,5260.27,4826.97,-0.607,34.397529,-119.546378,2,2.8,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,222,144462.0,462,20.49831581,8/9/2020 7:42,8/9/2020 0:42,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:43,5264.73,4782.13,-0.607,34.397125,-119.546329,1,4.1,,,0.0,,In_E In_F PB,In_E In_F PB,222,144463.0,463,20.49715042,8/9/2020 7:43,8/9/2020 0:43,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:44,5287.2,4773.03,-0.607,34.397043,-119.546085,4,2.9,,,0.0,,In_E In_F Mid_A Off_F PB,In_E In_F Mid_A Off_F PB,222,144464.0,464,20.4959507,8/9/2020 7:44,8/9/2020 0:44,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:50,5285.87,4898.45,-0.607,34.398174,-119.546099,3,2.6,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,222,144470.0,470,20.48851395,8/9/2020 7:50,8/9/2020 0:50,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:55,5178.06,4903.63,-0.607,34.39822,-119.547272,1,3.0,,,0.0,,In_E Mid_A PB,In_E Mid_A PB,222,144475.0,475,20.48238754,8/9/2020 7:55,8/9/2020 0:55,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:04,5329.69,4618.91,-0.607,34.395654,-119.545623,1,3.1,,,0.0,,Mid_A Off_F Off_G,Mid_A Off_F Off_G,223,145864.0,424,20.60987663,8/10/2020 7:04,8/10/2020 0:04,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:10,5490.53,4714.65,-0.607,34.396517,-119.543873,2,5.1,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,223,145870.0,430,20.60035133,8/10/2020 7:10,8/10/2020 0:10,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:12,5515.19,4650.2,-0.607,34.395936,-119.543605,1,15.4,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,223,145872.0,432,20.59731483,8/10/2020 7:12,8/10/2020 0:12,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:41,5071.24,4859.12,-0.607,34.397819,-119.548433,7,2.7,,,0.0,,In_E Mid_A Off_E Off_F PB,In_E Mid_A Off_E Off_F PB,223,145901.0,461,20.55356979,8/10/2020 7:41,8/10/2020 0:41,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:42,5014.57,4871.7,-0.607,34.397932,-119.54905,1,3.8,,,0.0,,In_E Off_E PB,In_E Off_E PB,223,145902.0,462,20.55204201,8/10/2020 7:42,8/10/2020 0:42,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:44,4962.13,4883.26,-0.607,34.398037,-119.54962,1,5.0,,,0.0,,In_D Off_E PB,In_D Off_E PB,223,145904.0,464,20.5490284,8/10/2020 7:44,8/10/2020 0:44,August,0,night,night
2020-31,A69-9006-7852,8/10/2020 7:56,5045.22,4734.96,-0.607,34.3967,-119.548716,1,8.1,,,0.0,,Off_E Off_F PB,Off_E Off_F PB,223,145916.0,476,20.5328083,8/10/2020 7:56,8/10/2020 0:56,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:33,4583.42,5651.23,-0.455,34.40496,-119.553739,1,4.1,,,0.0,,In_C Off_C Off_D,In_C Off_C Off_D,220,141573.0,453,20.04676437,8/7/2020 7:33,8/7/2020 0:33,August,0,night,night
2020-31,A69-9006-7852,8/7/2020 7:53,5050.63,5255.4,-0.455,34.401391,-119.548657,4,2.6,,,0.0,,In_D In_E Off_E PB,In_D In_E Off_E PB,220,141593.0,473,20.0451622,8/7/2020 7:53,8/7/2020 0:53,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:23,5306.76,4862.21,-0.455,34.397847,-119.545872,1,3.5,,,0.0,,In_E In_F PB,In_E In_F PB,222,144443.0,443,20.5214119,8/9/2020 7:23,8/9/2020 0:23,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:46,5324.0,4808.53,-0.455,34.397363,-119.545684,1,3.6,,,0.0,,In_E In_F Off_F,In_E In_F Off_F,222,144466.0,466,20.49349022,8/9/2020 7:46,8/9/2020 0:46,August,0,night,night
2020-31,A69-9006-7852,8/8/2020 7:09,5199.4,5033.16,-0.303,34.399388,-119.547039,18,2.4,,,0.0,,In_D In_E Mid_A Off_E Off_F PB,In_D In_E Mid_A Off_E Off_F PB,221,142989.0,429,20.35056496,8/8/2020 7:09,8/8/2020 0:09,August,0,night,night
2020-31,A69-9006-7852,8/9/2020 7:41,5269.18,4877.93,-0.303,34.397989,-119.546281,13,2.4,,,0.0,,In_E In_F Mid_A Off_E Off_F PB,In_E In_F Mid_A Off_E Off_F PB,222,144461.0,461,20.49947929,8/9/2020 7:41,8/9/2020 0:41,August,0,night,night
2020-31,A69-9006-7852,7/19/2020 7:21,4510.64,5836.13,-0.152,34.406626,-119.554531,1,2.9,,,0.0,,In_C Off_C OS2,In_C Off_C OS2,201,114201.0,441,16.07297325,7/19/2020 7:21,7/19/2020 0:21,July,0,night,night
