TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-17,A69-9001-4330,8/14/2020 8:47,5664.78,4593.81,5.0,34.395427,-119.541979,1,4.7,,,,,CN In_F Mid_A Mid_B,CN In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 9:00,5408.39,4936.03,5.0,34.398512,-119.544767,1,2.8,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 9:21,4934.91,5132.1,5.0,34.40028,-119.549916,6,3.5,,,,,Off_D Off_E Off_F OS2 PB,Off_D Off_E Off_F OS2 PB
2020-17,A69-9001-4330,8/14/2020 9:26,5075.89,5142.77,5.0,34.400376,-119.548383,1,3.6,,,,,In_E Off_D PB,In_E Off_D PB
2020-17,A69-9001-4330,8/14/2020 9:28,5151.08,5093.3,5.0,34.39993,-119.547565,18,2.4,,,,,In_D In_E Mid_A Off_E Off_F PB,In_D In_E Mid_A Off_E Off_F PB
2020-17,A69-9001-4330,8/14/2020 9:31,5289.47,4991.34,5.0,34.399011,-119.54606,3,2.7,,,,,In_E In_F Mid_A PB,In_E In_F Mid_A PB
2020-17,A69-9001-4330,8/14/2020 9:36,5355.42,4798.2,5.0,34.39727,-119.545343,1,3.6,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-17,A69-9001-4330,8/14/2020 9:40,5469.46,4686.26,5.0,34.396261,-119.544103,1,10.7,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 9:57,5624.69,4637.43,5.0,34.39582,-119.542415,1,3.9,,,,,CN In_F Mid_A Mid_B,CN In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 10:23,5533.31,4616.75,5.0,34.395634,-119.543408,1,20.5,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 10:30,5454.46,4689.7,5.0,34.396292,-119.544266,2,5.5,,,,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-17,A69-9001-4330,8/14/2020 11:11,5650.96,4489.82,5.0,34.39449,-119.542129,1,7.2,,,,,CN In_F Mid_A Mid_B,CN In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 11:42,5659.2,4569.42,5.0,34.395207,-119.542039,1,3.4,,,,,CN In_F Mid_B Off_G,CN In_F Off_G
2020-17,A69-9001-4330,8/14/2020 11:50,5709.9,4605.2,5.0,34.39553,-119.541488,1,4.8,,,,,CN In_F Mid_A,CN In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 14:23,4684.01,5038.94,5.0,34.39944,-119.552645,12,3.2,,,,,In_D In_D_2 In_E Off_D Off_E OS2 PB,In_D In_E Off_D Off_E OS2 PB
2020-17,A69-9001-4330,8/14/2020 14:28,4437.83,4935.35,5.0,34.398506,-119.555322,1,8.4,,,,,Off_D Off_E PB,Off_D Off_E PB
2020-17,A69-9001-4330,8/14/2020 16:53,4773.61,4812.06,5.0,34.397395,-119.55167,1,6.8,,,,,Off_D Off_E Off_F PB,Off_D Off_E PB
2020-17,A69-9001-4330,8/14/2020 16:55,4931.46,4853.32,5.0,34.397767,-119.549953,2,4.7,,,,,In_D Off_E Off_F PB,In_D Off_E Off_F PB
2020-17,A69-9001-4330,8/14/2020 16:58,5067.99,4830.17,5.0,34.397558,-119.548469,15,2.6,,,,,In_D In_D_2 In_E Mid_A Off_E Off_F PB,In_D In_E Mid_A Off_E Off_F PB
2020-17,A69-9001-4330,8/14/2020 16:59,5154.55,4805.14,5.0,34.397332,-119.547527,10,2.8,,,,,In_D In_D_2 In_E Mid_A Off_F PB,In_D In_D_2 In_E Mid_A Off_F PB
2020-17,A69-9001-4330,8/14/2020 17:00,5237.47,4763.05,5.0,34.396953,-119.546625,5,3.1,,,,,In_E Mid_A Off_E Off_F PB,In_E Mid_A Off_E Off_F PB
2020-17,A69-9001-4330,8/14/2020 17:03,5412.75,4679.06,5.0,34.396196,-119.544719,10,2.5,,,,,In_E In_F Mid_A Off_F Off_G PB,In_E In_F Mid_A Off_F Off_G PB
2020-17,A69-9001-4330,8/14/2020 17:05,5483.04,4618.36,5.0,34.395648,-119.543955,3,3.0,,,,,In_F Mid_A Off_F Off_G,In_F Mid_A Off_F Off_G
2020-17,A69-9001-4330,8/14/2020 17:21,5585.5,4489.02,5.0,34.394483,-119.542841,1,7.2,,,,,In_F Mid_A Mid_B Off_G,In_F Mid_A Off_G
2020-17,A69-9001-4330,8/14/2020 17:25,5605.04,4590.67,5.0,34.395399,-119.542628,1,4.6,,,,,CN In_F Mid_A Mid_B,CN In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 17:26,5550.73,4661.33,5.0,34.396036,-119.543219,1,3.5,,,,,In_F Mid_A Off_G,In_F Mid_A Off_G
2020-17,A69-9001-4330,8/14/2020 17:30,5501.99,4803.01,5.0,34.397313,-119.543749,1,3.8,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 17:31,5481.9,4734.79,5.0,34.396698,-119.543967,3,4.1,,,,,In_E In_F Mid_A Off_F PB,In_E In_F Mid_A Off_F PB
2020-17,A69-9001-4330,8/14/2020 17:34,5528.42,4597.0,5.0,34.395456,-119.543461,8,2.8,,,,,CN In_E In_F Off_F Off_G,CN In_E In_F Off_F Off_G
2020-17,A69-9001-4330,8/14/2020 21:12,5520.36,4482.65,5.0,34.394425,-119.543549,1,16.8,,,,,Mid_A Off_F Off_G,Mid_A Off_F Off_G
2020-17,A69-9001-4330,8/14/2020 22:07,5406.99,5210.85,5.0,34.40099,-119.544782,1,7.3,,,,,In_E In_F Mid_A,In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 22:12,5233.32,5389.07,5.0,34.402596,-119.54667,2,4.1,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-17,A69-9001-4330,8/14/2020 22:15,5157.73,5486.98,5.0,34.403479,-119.547493,1,6.5,,,,,In_D In_D_2 In_E Off_E,In_D In_E Off_E
2020-17,A69-9001-4330,8/14/2020 22:21,5181.36,5382.84,5.0,34.40254,-119.547236,2,3.5,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-17,A69-9001-4330,8/14/2020 22:27,5188.33,5346.46,5.0,34.402212,-119.54716,3,3.1,,,,,In_D In_D_2 In_E Off_E OS2,In_D In_D_2 In_E Off_E OS2
2020-17,A69-9001-4330,8/14/2020 22:34,5159.75,5331.4,5.0,34.402077,-119.547471,5,3.0,,,,,In_D In_D_2 In_E Off_D Off_E,In_D In_D_2 In_E Off_D Off_E
2020-17,A69-9001-4330,8/14/2020 22:36,5189.42,5275.38,5.0,34.401571,-119.547148,4,3.0,,,,,In_D_2 In_E Off_E Off_F,In_D_2 In_E Off_E Off_F
2020-17,A69-9001-4330,8/14/2020 22:45,5476.73,5163.31,5.0,34.400561,-119.544023,8,3.7,,,,,In_D In_D_2 In_E In_F Off_E PB,In_D In_D_2 In_E In_F Off_E PB
2020-17,A69-9001-4330,8/14/2020 22:47,5391.82,5198.59,5.0,34.400879,-119.544947,3,3.9,,,,,In_D In_D_2 In_E In_F Mid_A,In_D In_D_2 In_E In_F Mid_A
2020-17,A69-9001-4330,8/14/2020 22:52,5239.29,5315.5,5.0,34.401933,-119.546606,2,3.5,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-17,A69-9001-4330,8/14/2020 22:54,5209.84,5382.69,5.0,34.402539,-119.546926,2,3.8,,,,,In_D In_D_2 In_E Off_E,In_D In_D_2 In_E Off_E
2020-17,A69-9001-4330,8/14/2020 22:55,5161.12,5444.2,5.0,34.403093,-119.547456,3,3.8,,,,,In_D In_D_2 In_E Off_E OS2,In_D In_D_2 In_E Off_E OS2
2020-17,A69-9001-4330,8/14/2020 23:05,5045.43,5347.36,5.0,34.40222,-119.548714,3,2.9,,,,,In_D In_D_2 In_E OS2 PB,In_D In_D_2 In_E OS2 PB
2020-17,A69-9001-4330,8/14/2020 23:07,5013.91,5420.01,5.0,34.402875,-119.549057,1,3.1,,,,,In_D In_D_2 Off_E OS2,In_D In_D_2 Off_E
2020-17,A69-9001-4330,8/14/2020 23:09,5063.9,5368.07,5.0,34.402407,-119.548513,14,2.7,,,,,In_D In_E Off_D Off_E OS2 PB,In_D In_E Off_D Off_E OS2 PB
2020-17,A69-9001-4330,8/14/2020 23:11,5094.9,5411.13,5.0,34.402795,-119.548176,2,7.5,,,,,In_D In_D_2 Off_D Off_E OS2,In_D Off_D Off_E OS2
2020-17,A69-9001-4330,8/14/2020 23:13,5130.67,5371.41,5.0,34.402437,-119.547787,2,3.4,,,,,In_D In_D_2 In_E PB,In_D In_D_2 In_E PB
2020-17,A69-9001-4330,8/14/2020 23:18,5124.72,5404.09,5.0,34.402732,-119.547852,3,3.1,,,,,In_D In_D_2 In_E Off_E OS2,In_D In_D_2 In_E Off_E OS2
2020-17,A69-9001-4330,8/14/2020 23:22,5187.7,5431.25,5.0,34.402977,-119.547167,9,3.4,,,,,In_D In_D_2 In_E Off_E OS2 PB,In_D In_D_2 In_E Off_E OS2 PB
2020-17,A69-9001-4330,8/14/2020 23:26,5191.67,5372.21,5.0,34.402444,-119.547123,3,3.3,,,,,In_D In_D_2 In_E Off_E OS2,In_D In_D_2 In_E Off_E OS2
2020-17,A69-9001-4330,8/14/2020 23:28,5280.37,5394.96,5.0,34.402649,-119.546159,8,4.0,,,,,In_D In_D_2 In_E Off_E Off_F OS2,In_D In_D_2 In_E Off_E Off_F OS2
2020-17,A69-9001-4330,8/14/2020 23:37,5122.91,5219.06,5.0,34.401064,-119.547871,16,2.4,,,,,In_D In_D_2 In_E Off_E Off_F PB,In_D In_D_2 In_E Off_E Off_F PB
2020-17,A69-9001-4330,8/14/2020 23:39,5154.63,5270.93,5.0,34.401531,-119.547526,15,2.6,,,,,In_D In_D_2 In_E Off_E Off_F OS2 PB,In_D In_E Off_E Off_F OS2 PB
2020-17,A69-9001-4330,8/14/2020 23:42,5048.9,5310.51,5.0,34.401888,-119.548676,14,2.5,,,,,In_D In_D_2 In_E Off_E Off_F OS2 PB,In_D In_E Off_E Off_F OS2 PB
2020-17,A69-9001-4330,8/14/2020 23:44,5011.09,5415.42,5.0,34.402834,-119.549087,10,2.6,,,,,In_D In_D_2 In_E Off_D Off_E OS2,In_D In_D_2 In_E Off_D Off_E OS2
