TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-32,A69-9006-7850,2020-08-20 21:33:00,4125.95,6372.61,-0.607,34.411462,-119.558715,1,5.5,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,233,161133.0,1293,20.98359108,8/20/2020 21:33,8/20/2020 14:33,August,14,afternoon,day,POINT (-119.558715 34.411462)
2020-32,A69-9006-7850,2020-08-20 21:34:00,4118.41,6361.05,-0.607,34.411358,-119.558797,4,3.9,,,0.0,,In_B In_C Off_A Off_B OS1,In_B In_C Off_A Off_B OS1,233,161134.0,1294,20.98673058,8/20/2020 21:34,8/20/2020 14:34,August,14,afternoon,day,POINT (-119.558797 34.411358)
2020-32,A69-9006-7850,2020-08-20 21:35:00,4130.72,6371.45,-0.607,34.411452,-119.558663,4,4.8,,,0.0,,In_B Off_A Off_B Off_C OS1,In_B Off_A Off_B Off_C OS1,233,161135.0,1295,20.98985481,8/20/2020 21:35,8/20/2020 14:35,August,14,afternoon,day,POINT (-119.558663 34.411452)
2020-32,A69-9006-7850,2020-08-20 21:39:00,4131.42,6377.49,-0.607,34.411506,-119.558656,2,4.4,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,233,161139.0,1299,21.00235939,8/20/2020 21:39,8/20/2020 14:39,August,14,afternoon,day,POINT (-119.558656 34.411506)
2020-32,A69-9006-7850,2020-08-20 21:42:00,4131.98,6369.85,-0.607,34.411437,-119.558649,1,5.6,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,233,161142.0,1302,21.01175499,8/20/2020 21:42,8/20/2020 14:42,August,14,afternoon,day,POINT (-119.558649 34.411437)
2020-32,A69-9006-7850,2020-08-20 21:48:00,4147.38,6360.59,-0.607,34.411354,-119.558482,1,5.9,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,233,161148.0,1308,21.02363014,8/20/2020 21:48,8/20/2020 14:48,August,14,afternoon,day,POINT (-119.558482 34.411354)
2020-32,A69-9006-7850,2020-08-20 21:53:00,4187.62,6345.84,-0.607,34.411221,-119.558044,5,4.6,,,0.0,,In_B In_C Off_A Off_B OS1,In_B In_C Off_A Off_B OS1,233,161153.0,1313,21.03319168,8/20/2020 21:53,8/20/2020 14:53,August,14,afternoon,day,POINT (-119.558044 34.411221)
2020-32,A69-9006-7850,2020-08-20 21:54:00,4171.89,6329.91,-0.607,34.411077,-119.558215,2,4.3,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,233,161154.0,1314,21.03510857,8/20/2020 21:54,8/20/2020 14:54,August,14,afternoon,day,POINT (-119.558215 34.411077)
2020-32,A69-9006-7850,2020-08-20 22:00:00,4088.6,6404.76,-0.607,34.411752,-119.559121,3,4.3,,,0.0,,In_B In_C Off_A Off_B OS1,In_B In_C Off_A Off_B OS1,233,161160.0,1320,21.04640579,8/20/2020 22:00,8/20/2020 15:00,August,15,afternoon,day,POINT (-119.559121 34.411752)
2020-32,A69-9006-7850,2020-08-20 22:01:00,4092.6,6438.8,-0.607,34.412059,-119.559078,2,6.1,,,0.0,,In_A In_B In_C Off_C OS1,In_A In_C Off_C OS1,233,161161.0,1321,21.0482769,8/20/2020 22:01,8/20/2020 15:01,August,15,afternoon,day,POINT (-119.559078 34.412059)
2020-32,A69-9006-7850,2020-08-20 22:04:00,4068.14,6350.68,-0.607,34.411265,-119.559344,1,4.1,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,233,161164.0,1324,21.05408096,8/20/2020 22:04,8/20/2020 15:04,August,15,afternoon,day,POINT (-119.559344 34.411265)
2020-32,A69-9006-7850,2020-08-20 22:09:00,4084.38,6429.69,-0.607,34.411977,-119.559167,3,5.9,,,0.0,,In_B Off_B Off_C OS1,In_B Off_B Off_C OS1,233,161169.0,1329,21.06352234,8/20/2020 22:09,8/20/2020 15:09,August,15,afternoon,day,POINT (-119.559167 34.411977)
2020-32,A69-9006-7850,2020-08-20 22:12:00,4045.73,6420.3,-0.607,34.411892,-119.559588,2,4.6,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,233,161172.0,1332,21.06922913,8/20/2020 22:12,8/20/2020 15:12,August,15,afternoon,day,POINT (-119.559588 34.411892)
2020-32,A69-9006-7850,2020-08-20 22:13:00,4034.63,6452.38,-0.607,34.412181,-119.559708,2,5.7,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,233,161173.0,1333,21.07109261,8/20/2020 22:13,8/20/2020 15:13,August,15,afternoon,day,POINT (-119.559708 34.412181)
2020-32,A69-9006-7850,2020-08-20 22:17:00,3985.37,6404.98,-0.607,34.411754,-119.560244,2,4.3,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,233,161177.0,1337,21.07998085,8/20/2020 22:17,8/20/2020 15:17,August,15,afternoon,day,POINT (-119.560244 34.411754)
2020-32,A69-9006-7850,2020-08-20 22:23:00,4084.07,6275.05,-0.607,34.410583,-119.55917,1,3.3,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,233,161183.0,1343,21.09214592,8/20/2020 22:23,8/20/2020 15:23,August,15,afternoon,day,POINT (-119.55917 34.410583)
2020-32,A69-9006-7850,2020-08-20 22:24:00,4121.46,6273.47,-0.607,34.410569,-119.558764,2,3.2,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,233,161184.0,1344,21.09409142,8/20/2020 22:24,8/20/2020 15:24,August,15,afternoon,day,POINT (-119.558764 34.410569)
2020-32,A69-9006-7850,2020-08-20 22:35:00,4141.63,6231.8,-0.607,34.410193,-119.558544,2,3.0,,,0.0,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,233,161195.0,1355,21.11534119,8/20/2020 22:35,8/20/2020 15:35,August,15,afternoon,day,POINT (-119.558544 34.410193)
