TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-32,A69-9006-7850,2020-07-17 16:47:00,5152.32,4576.65,0.0,34.395273,-119.547552,1,170.3,,,0.0,,Mid_A Off_E Off_F PB,Off_E Off_F PB,199,111887.0,1007,15.85139084,7/17/2020 16:47,7/17/2020 9:47,July,9,morning,day,POINT (-119.547552 34.395273)
2020-32,A69-9006-7850,2020-07-17 16:48:00,5151.49,4625.01,0.0,34.395709,-119.547561,2,15.4,,,0.0,,Mid_A Off_E Off_F PB,Mid_A Off_E Off_F PB,199,111888.0,1008,15.85171509,7/17/2020 16:48,7/17/2020 9:48,July,9,morning,day,POINT (-119.547561 34.395709)
2020-32,A69-9006-7850,2020-07-17 16:49:00,5184.82,4635.5,0.0,34.395803,-119.547198,2,3.0,,,0.0,,Mid_A Off_F Off_G PB,Mid_A Off_F Off_G PB,199,111889.0,1009,15.85199165,7/17/2020 16:49,7/17/2020 9:49,July,9,morning,day,POINT (-119.547198 34.395803)
2020-32,A69-9006-7850,2020-07-17 16:55:00,5230.52,4813.6,0.0,34.397409,-119.546701,1,7.7,,,0.0,,In_D In_E Mid_A,In_D In_E Mid_A,199,111895.0,1015,15.85381985,7/17/2020 16:55,7/17/2020 9:55,July,9,morning,day,POINT (-119.546701 34.397409)
2020-32,A69-9006-7850,2020-07-17 16:57:00,5182.62,4893.6,0.0,34.39813,-119.547222,1,3.4,,,0.0,,In_E Mid_A Off_E,In_E Mid_A Off_E,199,111897.0,1017,15.85472298,7/17/2020 16:57,7/17/2020 9:57,July,9,morning,day,POINT (-119.547222 34.39813)
2020-32,A69-9006-7850,2020-07-17 16:58:00,5156.0,4882.08,0.0,34.398026,-119.547511,3,2.8,,,0.0,,In_E Mid_A Off_E Off_F,In_E Mid_A Off_E Off_F,199,111898.0,1018,15.85534859,7/17/2020 16:58,7/17/2020 9:58,July,9,morning,day,POINT (-119.547511 34.398026)
2020-32,A69-9006-7850,2020-07-17 16:59:00,5131.48,4874.9,0.0,34.397961,-119.547778,7,2.6,,,0.0,,In_E Mid_A Off_E Off_F PB,In_E Mid_A Off_E Off_F PB,199,111899.0,1019,15.85597706,7/17/2020 16:59,7/17/2020 9:59,July,9,morning,day,POINT (-119.547778 34.397961)
2020-32,A69-9006-7850,2020-07-17 17:01:00,5063.37,4884.46,0.0,34.398047,-119.548519,4,2.6,,,0.0,,In_E Off_E Off_F PB,In_E Off_E Off_F PB,199,111901.0,1021,15.85726166,7/17/2020 17:01,7/17/2020 10:01,July,10,morning,day,POINT (-119.548519 34.398047)
2020-32,A69-9006-7850,2020-07-17 17:07:00,5069.72,5056.98,0.0,34.399603,-119.54845,4,2.8,,,0.0,,In_E Mid_A Off_E PB,In_E Mid_A Off_E PB,199,111907.0,1027,15.86116028,7/17/2020 17:07,7/17/2020 10:07,July,10,morning,day,POINT (-119.54845 34.399603)
2020-32,A69-9006-7850,2020-07-17 17:08:00,5068.71,5090.8,0.0,34.399908,-119.548461,10,2.5,,,0.0,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,199,111908.0,1028,15.8618145,7/17/2020 17:08,7/17/2020 10:08,July,10,morning,day,POINT (-119.548461 34.399908)
2020-32,A69-9006-7850,2020-07-17 17:09:00,5075.13,5129.62,0.0,34.400257,-119.548391,4,2.7,,,0.0,,In_D In_E Off_E PB,In_D In_E Off_E PB,199,111909.0,1029,15.86247253,7/17/2020 17:09,7/17/2020 10:09,July,10,morning,day,POINT (-119.548391 34.400257)
2020-32,A69-9006-7850,2020-07-17 17:10:00,5047.83,5162.56,0.0,34.400554,-119.548688,1,3.1,,,0.0,,In_D In_E PB,In_D In_E PB,199,111910.0,1030,15.8631916,7/17/2020 17:10,7/17/2020 10:10,July,10,morning,day,POINT (-119.548688 34.400554)
2020-32,A69-9006-7850,2020-07-17 17:13:00,4969.77,5240.83,0.0,34.40126,-119.549537,3,2.9,,,0.0,,In_D In_E Off_E PB,In_D In_E Off_E PB,199,111913.0,1033,15.86638451,7/17/2020 17:13,7/17/2020 10:13,July,10,morning,day,POINT (-119.549537 34.40126)
2020-32,A69-9006-7850,2020-07-17 17:14:00,4941.06,5277.29,0.0,34.401589,-119.549849,1,3.3,,,0.0,,In_D In_E Off_E,In_D In_E Off_E,199,111914.0,1034,15.86749268,7/17/2020 17:14,7/17/2020 10:14,July,10,morning,day,POINT (-119.549849 34.401589)
2020-32,A69-9006-7850,2020-07-17 17:16:00,4907.67,5342.44,0.0,34.402176,-119.550212,1,3.2,,,0.0,,In_D Off_E OS2,In_D Off_E OS2,199,111916.0,1036,15.86971664,7/17/2020 17:16,7/17/2020 10:16,July,10,morning,day,POINT (-119.550212 34.402176)
2020-32,A69-9006-7850,2020-07-17 17:19:00,4868.41,5435.41,0.0,34.403014,-119.550639,1,2.9,,,0.0,,In_D Off_E OS2,In_D Off_E OS2,199,111919.0,1039,15.88207817,7/17/2020 17:19,7/17/2020 10:19,July,10,morning,day,POINT (-119.550639 34.403014)
2020-32,A69-9006-7850,2020-07-17 17:20:00,4851.37,5420.34,0.0,34.402878,-119.550824,1,3.4,,,0.0,,In_D Off_D OS2,In_D Off_D OS2,199,111920.0,1040,15.88723469,7/17/2020 17:20,7/17/2020 10:20,July,10,morning,day,POINT (-119.550824 34.402878)
