TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-32,A69-9006-7850,2020-08-26 17:29:00,3254.04,6530.92,0.0,34.412888,-119.568199,1,12.3,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169529.0,1049,19.55106735,8/26/2020 17:29,8/26/2020 10:29,August,10,morning,day,POINT (-119.568199 34.412888)
2020-32,A69-9006-7850,2020-08-26 17:47:00,3210.67,6490.89,0.303,34.412527,-119.568671,1,13.2,,,0.3031,,In_A Off_A OS1,In_A Off_A OS1,239,169547.0,1067,20.66562843,8/26/2020 17:47,8/26/2020 10:47,August,10,morning,day,POINT (-119.568671 34.412527)
2020-32,A69-9006-7850,2020-08-26 17:38:00,3227.04,6516.2,0.455,34.412756,-119.568493,1,13.2,,,0.4547,,In_A Off_A OS1,In_A Off_A OS1,239,169538.0,1058,20.63378716,8/26/2020 17:38,8/26/2020 10:38,August,10,morning,day,POINT (-119.568493 34.412756)
2020-32,A69-9006-7850,2020-08-26 18:50:00,3215.77,6520.87,-0.455,34.412798,-119.568615,1,14.3,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169610.0,1130,18.58500862,8/26/2020 18:50,8/26/2020 11:50,August,11,morning,day,POINT (-119.568615 34.412798)
2020-32,A69-9006-7850,2020-08-26 18:59:00,3225.36,6511.37,-0.303,34.412712,-119.568511,1,13.1,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169619.0,1139,18.67996407,8/26/2020 18:59,8/26/2020 11:59,August,11,morning,day,POINT (-119.568511 34.412712)
2020-32,A69-9006-7850,2020-08-26 18:45:00,3231.59,6509.38,-0.152,34.412694,-119.568443,1,12.6,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169605.0,1125,18.58379745,8/26/2020 18:45,8/26/2020 11:45,August,11,morning,day,POINT (-119.568443 34.412694)
2020-32,A69-9006-7850,2020-08-26 18:47:00,3219.22,6512.01,-0.152,34.412718,-119.568578,1,13.6,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169607.0,1127,18.58226585,8/26/2020 18:47,8/26/2020 11:47,August,11,morning,day,POINT (-119.568578 34.412718)
2020-32,A69-9006-7850,2020-08-26 18:09:00,3206.9,6510.61,0.0,34.412705,-119.568712,1,14.4,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169569.0,1089,18.65028,8/26/2020 18:09,8/26/2020 11:09,August,11,morning,day,POINT (-119.568712 34.412705)
2020-32,A69-9006-7850,2020-08-26 18:20:00,3215.16,6513.49,0.0,34.412731,-119.568622,1,13.9,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169580.0,1100,18.63676262,8/26/2020 18:20,8/26/2020 11:20,August,11,morning,day,POINT (-119.568622 34.412731)
2020-32,A69-9006-7850,2020-08-26 18:21:00,3207.02,6511.52,0.0,34.412713,-119.568711,1,14.4,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169581.0,1101,18.63500404,8/26/2020 18:21,8/26/2020 11:21,August,11,morning,day,POINT (-119.568711 34.412713)
2020-32,A69-9006-7850,2020-08-26 18:28:00,3210.28,6507.19,0.0,34.412674,-119.568675,1,14.0,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169588.0,1108,18.61485672,8/26/2020 18:28,8/26/2020 11:28,August,11,morning,day,POINT (-119.568675 34.412674)
2020-32,A69-9006-7850,2020-08-26 18:44:00,3236.15,6504.25,0.0,34.412648,-119.568394,1,12.0,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169604.0,1124,18.5845089,8/26/2020 18:44,8/26/2020 11:44,August,11,morning,day,POINT (-119.568394 34.412648)
2020-32,A69-9006-7850,2020-08-26 18:52:00,3223.44,6509.66,0.0,34.412697,-119.568532,1,13.1,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169612.0,1132,18.60660172,8/26/2020 18:52,8/26/2020 11:52,August,11,morning,day,POINT (-119.568532 34.412697)
2020-32,A69-9006-7850,2020-08-26 18:56:00,3222.86,6501.54,0.0,34.412623,-119.568538,1,12.8,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169616.0,1136,18.64819717,8/26/2020 18:56,8/26/2020 11:56,August,11,morning,day,POINT (-119.568538 34.412623)
2020-32,A69-9006-7850,2020-08-26 18:10:00,3216.52,6514.63,0.152,34.412741,-119.568607,1,13.9,,,0.1515,,In_A Off_A OS1,In_A Off_A OS1,239,169570.0,1090,20.41651344,8/26/2020 18:10,8/26/2020 11:10,August,11,morning,day,POINT (-119.568607 34.412741)
2020-32,A69-9006-7850,2020-08-26 18:11:00,3218.94,6512.34,0.152,34.412721,-119.568581,1,13.6,,,0.1515,,In_A Off_A OS1,In_A Off_A OS1,239,169571.0,1091,20.40244102,8/26/2020 18:11,8/26/2020 11:11,August,11,morning,day,POINT (-119.568581 34.412721)
2020-32,A69-9006-7850,2020-08-26 18:12:00,3210.77,6509.3,0.152,34.412693,-119.56867,1,14.0,,,0.1515,,In_A Off_A OS1,In_A Off_A OS1,239,169572.0,1092,20.38843727,8/26/2020 18:12,8/26/2020 11:12,August,11,morning,day,POINT (-119.56867 34.412693)
2020-32,A69-9006-7850,2020-08-26 18:16:00,3222.18,6505.37,0.152,34.412658,-119.568546,1,13.0,,,0.1515,,In_A Off_A OS1,In_A Off_A OS1,239,169576.0,1096,20.3405323,8/26/2020 18:16,8/26/2020 11:16,August,11,morning,day,POINT (-119.568546 34.412658)
2020-32,A69-9006-7850,2020-08-26 18:35:00,3222.82,6500.83,0.152,34.412617,-119.568539,2,10.5,,,0.1515,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,239,169595.0,1115,20.34036064,8/26/2020 18:35,8/26/2020 11:35,August,11,morning,day,POINT (-119.568539 34.412617)
2020-32,A69-9006-7850,2020-08-26 18:01:00,3254.73,6499.4,0.606,34.412604,-119.568192,1,20.5,,,0.6063,,In_A Off_A Off_B,In_A Off_A Off_B,239,169561.0,1081,20.4598484,8/26/2020 18:01,8/26/2020 11:01,August,11,morning,day,POINT (-119.568192 34.412604)
2020-32,A69-9006-7850,2020-08-26 19:09:00,3228.52,6526.44,-0.607,34.412848,-119.568477,1,13.7,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169629.0,1149,18.76187325,8/26/2020 19:09,8/26/2020 12:09,August,12,afternoon,day,POINT (-119.568477 34.412848)
2020-32,A69-9006-7850,2020-08-26 19:10:00,3212.83,6520.17,-0.607,34.412791,-119.568647,1,14.5,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169630.0,1150,18.77530479,8/26/2020 19:10,8/26/2020 12:10,August,12,afternoon,day,POINT (-119.568647 34.412791)
2020-32,A69-9006-7850,2020-08-26 19:12:00,3211.2,6523.14,-0.607,34.412818,-119.568665,1,14.8,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169632.0,1152,18.80223083,8/26/2020 19:12,8/26/2020 12:12,August,12,afternoon,day,POINT (-119.568665 34.412818)
2020-32,A69-9006-7850,2020-08-26 19:16:00,3216.34,6516.78,-0.607,34.412761,-119.568609,1,14.0,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169636.0,1156,18.8378315,8/26/2020 19:16,8/26/2020 12:16,August,12,afternoon,day,POINT (-119.568609 34.412761)
2020-32,A69-9006-7850,2020-08-26 19:23:00,3280.79,6480.32,-0.607,34.412432,-119.567908,1,8.7,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169643.0,1163,18.89804077,8/26/2020 19:23,8/26/2020 12:23,August,12,afternoon,day,POINT (-119.567908 34.412432)
2020-32,A69-9006-7850,2020-08-26 19:24:00,3317.25,6447.82,-0.607,34.412139,-119.567511,1,12.0,,,0.0,,In_A Off_A Off_B,In_A Off_A Off_B,239,169644.0,1164,18.90814972,8/26/2020 19:24,8/26/2020 12:24,August,12,afternoon,day,POINT (-119.567511 34.412139)
2020-32,A69-9006-7850,2020-08-26 19:25:00,3330.37,6464.98,-0.607,34.412294,-119.567369,1,6.4,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169645.0,1165,18.92007446,8/26/2020 19:25,8/26/2020 12:25,August,12,afternoon,day,POINT (-119.567369 34.412294)
2020-32,A69-9006-7850,2020-08-26 19:28:00,3328.06,6548.8,-0.607,34.41305,-119.567394,1,9.2,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169648.0,1168,18.95677376,8/26/2020 19:28,8/26/2020 12:28,August,12,afternoon,day,POINT (-119.567394 34.41305)
2020-32,A69-9006-7850,2020-08-26 19:28:00,3312.26,6570.12,-0.607,34.413242,-119.567566,1,11.8,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169648.0,1168,18.95725632,8/26/2020 19:28,8/26/2020 12:28,August,12,afternoon,day,POINT (-119.567566 34.413242)
2020-32,A69-9006-7850,2020-08-26 19:29:00,3275.93,6576.04,-0.607,34.413295,-119.567961,1,14.7,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169649.0,1169,18.96936607,8/26/2020 19:29,8/26/2020 12:29,August,12,afternoon,day,POINT (-119.567961 34.413295)
2020-32,A69-9006-7850,2020-08-26 19:41:00,3228.55,6521.85,-0.607,34.412807,-119.568476,1,25.9,,,0.0,,In_A Off_A Off_B,In_A Off_A Off_B,239,169661.0,1181,19.2171917,8/26/2020 19:41,8/26/2020 12:41,August,12,afternoon,day,POINT (-119.568476 34.412807)
2020-32,A69-9006-7850,2020-08-26 19:43:00,3214.8,6541.55,-0.607,34.412984,-119.568626,1,15.9,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169663.0,1183,19.27683067,8/26/2020 19:43,8/26/2020 12:43,August,12,afternoon,day,POINT (-119.568626 34.412984)
2020-32,A69-9006-7850,2020-08-26 19:45:00,3229.24,6550.54,-0.607,34.413065,-119.568469,1,15.5,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169665.0,1185,19.34137154,8/26/2020 19:45,8/26/2020 12:45,August,12,afternoon,day,POINT (-119.568469 34.413065)
2020-32,A69-9006-7850,2020-08-26 19:53:00,3369.71,6497.16,-0.607,34.412584,-119.566941,1,5.7,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169673.0,1193,19.59662437,8/26/2020 19:53,8/26/2020 12:53,August,12,afternoon,day,POINT (-119.566941 34.412584)
2020-32,A69-9006-7850,2020-08-26 19:55:00,3335.31,6558.27,-0.607,34.413135,-119.567315,1,9.5,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169675.0,1195,19.60541534,8/26/2020 19:55,8/26/2020 12:55,August,12,afternoon,day,POINT (-119.567315 34.413135)
2020-32,A69-9006-7850,2020-08-26 19:59:00,3350.71,6537.03,-0.607,34.412944,-119.567148,1,7.6,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169679.0,1199,19.62076759,8/26/2020 19:59,8/26/2020 12:59,August,12,afternoon,day,POINT (-119.567148 34.412944)
2020-32,A69-9006-7850,2020-08-26 19:03:00,3216.69,6517.37,-0.455,34.412766,-119.568605,1,14.0,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169623.0,1143,18.71258736,8/26/2020 19:03,8/26/2020 12:03,August,12,afternoon,day,POINT (-119.568605 34.412766)
2020-32,A69-9006-7850,2020-08-26 19:07:00,3214.97,6516.75,-0.455,34.412761,-119.568624,1,14.1,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169627.0,1147,18.74437523,8/26/2020 19:07,8/26/2020 12:07,August,12,afternoon,day,POINT (-119.568624 34.412761)
2020-32,A69-9006-7850,2020-08-26 19:17:00,3201.36,6519.28,-0.455,34.412783,-119.568772,1,15.3,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,239,169637.0,1157,18.84602928,8/26/2020 19:17,8/26/2020 12:17,August,12,afternoon,day,POINT (-119.568772 34.412783)
