TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day,geometry
2020-33,A69-9006-7854,2020-08-27 07:48:00,4667.4,5426.52,0.303,34.402934,-119.552825,1,4.2,,,0.3031,,In_D Off_E OS2,In_D Off_E OS2,240,170388.0,468,21.24842072,8/27/2020 7:48,8/27/2020 0:48,August,0,night,night,POINT (-119.552825 34.402934)
2020-33,A69-9006-7854,2020-08-27 07:53:00,4552.3,5510.66,0.303,34.403692,-119.554077,4,2.7,,,0.3031,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,240,170393.0,473,21.24375534,8/27/2020 7:53,8/27/2020 0:53,August,0,night,night,POINT (-119.554077 34.403692)
2020-33,A69-9006-7854,2020-08-27 07:41:00,4880.0,5377.02,0.455,34.402488,-119.550513,3,2.6,,,0.4547,,In_D In_D_2 Off_E OS2,In_D In_D_2 Off_E OS2,240,170381.0,461,21.05429649,8/27/2020 7:41,8/27/2020 0:41,August,0,night,night,POINT (-119.550513 34.402488)
2020-33,A69-9006-7854,2020-08-27 07:47:00,4692.97,5440.73,0.455,34.403062,-119.552547,7,2.5,,,0.4547,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2,240,170387.0,467,21.05234337,8/27/2020 7:47,8/27/2020 0:47,August,0,night,night,POINT (-119.552547 34.403062)
2020-33,A69-9006-7854,2020-08-27 07:42:00,4851.14,5404.49,0.606,34.402735,-119.550827,7,2.4,,,0.6063,,In_D In_D_2 Off_D Off_E OS2,In_D In_D_2 Off_D Off_E OS2,240,170382.0,462,21.01224327,8/27/2020 7:42,8/27/2020 0:42,August,0,night,night,POINT (-119.550827 34.402735)
2020-33,A69-9006-7854,2020-08-27 07:00:00,5383.52,4975.02,1.061,34.398864,-119.545037,3,2.6,,,1.0611,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,240,170340.0,420,20.90684319,8/27/2020 7:00,8/27/2020 0:00,August,0,night,night,POINT (-119.545037 34.398864)
2020-33,A69-9006-7854,2020-08-27 07:51:00,4607.14,5473.32,1.061,34.403356,-119.553481,1,3.2,,,1.0611,,Off_D Off_E OS2,Off_D Off_E OS2,240,170391.0,471,20.82954979,8/27/2020 7:51,8/27/2020 0:51,August,0,night,night,POINT (-119.553481 34.403356)
2020-33,A69-9006-7854,2020-08-27 07:56:00,4438.69,5522.4,1.061,34.403798,-119.555313,1,2.9,,,1.0611,,Off_C Off_D OS2,Off_C Off_D OS2,240,170396.0,476,20.81832886,8/27/2020 7:56,8/27/2020 0:56,August,0,night,night,POINT (-119.555313 34.403798)
2020-33,A69-9006-7854,2020-08-27 07:05:00,5555.94,4956.31,1.213,34.398695,-119.543162,1,3.3,,,1.2127,,In_E In_F Mid_A,In_E In_F Mid_A,240,170345.0,425,20.82446861,8/27/2020 7:05,8/27/2020 0:05,August,0,night,night,POINT (-119.543162 34.398695)
2020-33,A69-9006-7854,2020-08-27 07:01:00,5427.23,4986.67,1.668,34.398969,-119.544562,3,2.7,,,1.6675,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,240,170341.0,421,20.73202324,8/27/2020 7:01,8/27/2020 0:01,August,0,night,night,POINT (-119.544562 34.398969)
2020-33,A69-9006-7854,2020-08-27 07:15:00,5515.34,5080.39,1.668,34.399814,-119.543603,1,4.0,,,1.6675,,In_E In_F Mid_A,In_E In_F Mid_A,240,170355.0,435,20.72211075,8/27/2020 7:15,8/27/2020 0:15,August,0,night,night,POINT (-119.543603 34.399814)
2020-33,A69-9006-7854,2020-08-27 07:04:00,5512.88,4981.06,1.819,34.398918,-119.54363,3,2.9,,,1.8191,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F,240,170344.0,424,20.70192909,8/27/2020 7:04,8/27/2020 0:04,August,0,night,night,POINT (-119.54363 34.398918)
