TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,day,minutes,min_mod,Temp_C,DateTimeUTC,DateTimePT,month_name,hour,TOD,Night_Day
2020-33,A69-9006-7854,8/4/2020 7:08,3258.25,6421.75,0.0,34.411904,-119.568153,1,9.3,,,0.0,,In_A Off_A OS1,In_A Off_A OS1,217,137228.0,428,19.19034767,8/4/2020 7:08,8/4/2020 0:08,August,0,night,night
2020-33,A69-9006-7854,8/6/2020 7:05,4196.61,5997.89,0.0,34.408084,-119.557946,4,2.7,,,0.0,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,219,140105.0,425,19.76233292,8/6/2020 7:05,8/6/2020 0:05,August,0,night,night
2020-33,A69-9006-7854,8/6/2020 7:08,4273.21,6029.91,0.0,34.408373,-119.557113,4,2.7,,,0.0,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,219,140108.0,428,19.7616272,8/6/2020 7:08,8/6/2020 0:08,August,0,night,night
2020-33,A69-9006-7854,8/7/2020 7:44,5141.52,5134.98,0.0,34.400306,-119.547669,1,5.2,,,0.0,,In_E Off_F PB,In_E Off_F PB,220,141584.0,464,20.04866028,8/7/2020 7:44,8/7/2020 0:44,August,0,night,night
2020-33,A69-9006-7854,8/8/2020 7:03,5458.54,4663.13,0.0,34.396052,-119.544221,1,3.0,,,0.0,,In_F Mid_A Off_G,In_F Mid_A Off_G,221,142983.0,423,20.350317,8/8/2020 7:03,8/8/2020 0:03,August,0,night,night
2020-33,A69-9006-7854,8/8/2020 7:11,5365.76,4781.1,0.0,34.397116,-119.54523,1,3.8,,,0.0,,In_E In_F Mid_A Off_F,In_E In_F Off_F,221,142991.0,431,20.35293007,8/8/2020 7:11,8/8/2020 0:11,August,0,night,night
2020-33,A69-9006-7854,8/8/2020 7:20,5493.69,4815.61,0.0,34.397427,-119.543839,1,3.6,,,0.0,,In_E In_F Mid_A,In_E In_F Mid_A,221,143000.0,440,20.35689735,8/8/2020 7:20,8/8/2020 0:20,August,0,night,night
2020-33,A69-9006-7854,8/9/2020 7:07,5434.0,4660.79,0.0,34.396031,-119.544488,1,3.1,,,0.0,,In_F Mid_A Off_G,In_F Mid_A Off_G,222,144427.0,427,20.54444313,8/9/2020 7:07,8/9/2020 0:07,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:05,4283.58,5950.97,0.0,34.407661,-119.557,1,2.9,,,0.0,,In_B In_C Off_C,In_B In_C Off_C,224,147305.0,425,20.67675591,8/11/2020 7:05,8/11/2020 0:05,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:12,4382.5,6070.26,0.0,34.408737,-119.555924,1,4.0,,,0.0,,In_B In_C Off_B,In_B In_C Off_B,224,147312.0,432,20.66559029,8/11/2020 7:12,8/11/2020 0:12,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:13,4339.97,6096.75,0.0,34.408976,-119.556387,1,3.4,,,0.0,,In_B In_C Off_C,In_B In_C Off_C,224,147313.0,433,20.66394997,8/11/2020 7:13,8/11/2020 0:13,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:17,4231.72,6120.94,0.0,34.409194,-119.557564,4,2.8,,,0.0,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,224,147317.0,437,20.65756035,8/11/2020 7:17,8/11/2020 0:17,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:23,4091.36,6285.18,0.0,34.410674,-119.559091,1,3.5,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,224,147323.0,443,20.64777756,8/11/2020 7:23,8/11/2020 0:23,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:24,4061.86,6286.49,0.0,34.410686,-119.559412,1,3.3,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,224,147324.0,444,20.64618874,8/11/2020 7:24,8/11/2020 0:24,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:27,3981.31,6275.23,0.0,34.410584,-119.560288,3,2.9,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,224,147327.0,447,20.64144325,8/11/2020 7:27,8/11/2020 0:27,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:29,3907.5,6285.87,0.0,34.41068,-119.561091,3,2.9,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,224,147329.0,449,20.63824081,8/11/2020 7:29,8/11/2020 0:29,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:32,3868.66,6212.6,0.0,34.41002,-119.561513,3,2.8,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,224,147332.0,452,20.63361549,8/11/2020 7:32,8/11/2020 0:32,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:33,3882.75,6189.17,0.0,34.409808,-119.56136,3,2.7,,,0.0,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,224,147333.0,453,20.6320858,8/11/2020 7:33,8/11/2020 0:33,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:34,3901.6,6166.76,0.0,34.409606,-119.561155,1,3.0,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,224,147334.0,454,20.63055611,8/11/2020 7:34,8/11/2020 0:34,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:37,3998.1,6151.2,0.0,34.409466,-119.560105,1,4.3,,,0.0,,In_B Off_B Off_C,In_B Off_B Off_C,224,147337.0,457,20.62590218,8/11/2020 7:37,8/11/2020 0:37,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:39,4039.85,6164.77,0.0,34.409589,-119.559651,1,3.1,,,0.0,,In_B Off_C OS1,In_B Off_C OS1,224,147339.0,459,20.62275124,8/11/2020 7:39,8/11/2020 0:39,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:40,4066.82,6190.64,0.0,34.409822,-119.559358,8,2.7,,,0.0,,In_B Off_A Off_B Off_C OS1,In_B Off_A Off_B Off_C OS1,224,147340.0,460,20.62114906,8/11/2020 7:40,8/11/2020 0:40,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:43,4135.66,6265.79,0.0,34.410499,-119.558609,1,3.6,,,0.0,,In_B Off_B OS1,In_B Off_B OS1,224,147343.0,463,20.61633682,8/11/2020 7:43,8/11/2020 0:43,August,0,night,night
2020-33,A69-9006-7854,8/11/2020 7:58,4257.9,6061.16,0.0,34.408655,-119.55728,1,3.1,,,0.0,,In_B In_C Off_B,In_B In_C Off_B,224,147358.0,478,20.59310341,8/11/2020 7:58,8/11/2020 0:58,August,0,night,night
2020-33,A69-9006-7854,8/14/2020 7:00,5052.25,5060.01,0.0,34.39963,-119.54864,1,3.4,,,0.0,,In_E Off_E PB,In_E Off_E PB,227,151620.0,420,20.91354942,8/14/2020 7:00,8/14/2020 0:00,August,0,night,night
2020-33,A69-9006-7854,8/14/2020 7:01,5036.42,5079.98,0.0,34.39981,-119.548812,1,3.4,,,0.0,,In_E Off_E PB,In_E Off_E PB,227,151621.0,421,20.91170692,8/14/2020 7:01,8/14/2020 0:01,August,0,night,night
2020-33,A69-9006-7854,8/14/2020 7:02,5026.92,5103.01,0.0,34.400018,-119.548915,4,2.9,,,0.0,,In_D In_E Off_F PB,In_D In_E Off_F PB,227,151622.0,422,20.90986061,8/14/2020 7:02,8/14/2020 0:02,August,0,night,night
2020-33,A69-9006-7854,8/14/2020 7:03,5047.33,5165.4,0.0,34.40058,-119.548693,1,29.7,,,0.0,,In_D In_D_2 In_E,In_D In_D_2 In_E,227,151623.0,423,20.90795326,8/14/2020 7:03,8/14/2020 0:03,August,0,night,night
