TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-37,A69-9001-4335,7/10/2020 19:44,5214.37,4580.75,5.0,34.39531,-119.546877,1,7115.6,,,,,In_F Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/10/2020 19:50,5198.06,4601.12,5.0,34.395493,-119.547054,1,7.2,,,,,In_E In_F PB,In_E In_F PB
2020-37,A69-9001-4335,7/10/2020 20:10,5197.16,4597.73,5.0,34.395463,-119.547064,1,10.9,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-37,A69-9001-4335,7/10/2020 21:37,5192.47,4596.6,5.0,34.395452,-119.547115,1,301.4,,,,,Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/10/2020 22:45,5198.23,4599.23,5.0,34.395476,-119.547052,1,10.7,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-37,A69-9001-4335,7/11/2020 1:14,5196.97,4600.85,5.0,34.395491,-119.547066,2,6.4,,,,,In_E In_F Off_F PB,In_E In_F Off_F PB
2020-37,A69-9001-4335,7/11/2020 2:58,5184.12,4613.44,5.0,34.395604,-119.547206,1,201.9,,,,,Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 3:12,5198.19,4599.29,5.0,34.395477,-119.547053,1,4.3,,,,,In_F Off_F Off_G,In_F Off_F Off_G
2020-37,A69-9001-4335,7/11/2020 3:51,5198.17,4600.02,5.0,34.395483,-119.547053,2,6.4,,,,,In_E In_F Off_F PB,In_E In_F Off_F PB
2020-37,A69-9001-4335,7/11/2020 8:13,5197.88,4600.97,5.0,34.395492,-119.547056,2,6.4,,,,,In_E In_F Off_F PB,In_E In_F Off_F PB
2020-37,A69-9001-4335,7/11/2020 10:26,5213.89,4569.83,5.0,34.395211,-119.546882,2,36.7,,,,,In_E Off_E Off_F PB,In_E Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 10:43,5200.39,4603.53,5.0,34.395515,-119.547029,7,3.1,,,,,In_E In_F Off_F Off_G PB,In_E In_F Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 11:05,5199.41,4602.77,5.0,34.395508,-119.547039,2,3.4,,,,,In_F Off_F Off_G PB,In_F Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 11:33,5194.41,4595.31,5.0,34.395441,-119.547094,1,341.3,,,,,In_F Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 11:49,5198.13,4601.46,5.0,34.395496,-119.547053,7,3.1,,,,,In_E In_F Off_F Off_G PB,In_E In_F Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 12:52,5198.58,4601.63,5.0,34.395498,-119.547048,2,3.5,,,,,In_F Off_F Off_G PB,In_F Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 13:02,5197.12,4600.47,5.0,34.395487,-119.547064,2,3.8,,,,,In_E Off_F Off_G PB,In_E Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 14:24,5205.36,4583.76,5.0,34.395337,-119.546975,1,32.8,,,,,In_E Off_E PB,In_E Off_E PB
2020-37,A69-9001-4335,7/11/2020 14:30,5200.71,4605.03,5.0,34.395528,-119.547025,1,10.3,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-37,A69-9001-4335,7/11/2020 14:54,5198.55,4602.52,5.0,34.395506,-119.547049,2,6.4,,,,,In_E In_F Off_F PB,In_E In_F Off_F PB
2020-37,A69-9001-4335,7/11/2020 15:06,5199.37,4605.34,5.0,34.395531,-119.54704,1,10.3,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-37,A69-9001-4335,7/11/2020 15:19,5198.68,4600.09,5.0,34.395484,-119.547047,1,4.3,,,,,In_F Off_F Off_G,In_F Off_F Off_G
2020-37,A69-9001-4335,7/11/2020 15:21,5210.83,4580.28,5.0,34.395305,-119.546915,1,1571.3,,,,,In_F Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 15:25,5199.07,4602.46,5.0,34.395505,-119.547043,2,3.8,,,,,In_E Off_F Off_G PB,In_E Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 15:27,5198.68,4601.54,5.0,34.395497,-119.547047,12,2.9,,,,,In_E In_F Off_E Off_F Off_G PB,In_E In_F Off_E Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 15:32,5198.89,4604.31,5.0,34.395522,-119.547045,3,6.1,,,,,In_E In_F Off_E PB,In_E In_F Off_E PB
2020-37,A69-9001-4335,7/11/2020 15:34,5198.57,4603.11,5.0,34.395511,-119.547049,2,6.4,,,,,In_E In_F Off_F PB,In_E In_F Off_F PB
2020-37,A69-9001-4335,7/11/2020 16:05,5196.04,4593.36,5.0,34.395423,-119.547076,1,373.5,,,,,Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 16:24,5200.27,4601.59,5.0,34.395497,-119.54703,2,3.8,,,,,In_E Off_F Off_G PB,In_E Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 16:34,5198.68,4601.63,5.0,34.395498,-119.547047,4,3.3,,,,,In_E In_F Off_G PB,In_E In_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 16:41,5199.56,4602.61,5.0,34.395507,-119.547038,1,10.5,,,,,In_E In_F Off_F,In_E In_F Off_F
2020-37,A69-9001-4335,7/11/2020 16:54,5197.88,4601.69,5.0,34.395498,-119.547056,2,3.8,,,,,In_E Off_F Off_G PB,In_E Off_F Off_G PB
2020-37,A69-9001-4335,7/11/2020 16:56,5180.11,4615.66,5.0,34.395624,-119.547249,1,175.0,,,,,In_F Off_E Off_F PB,Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 17:13,5200.04,4601.05,5.0,34.395493,-119.547033,1,4.3,,,,,In_F Off_F Off_G,In_F Off_F Off_G
2020-37,A69-9001-4335,7/11/2020 17:20,5199.51,4602.65,5.0,34.395507,-119.547038,5,5.7,,,,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 17:27,5199.36,4603.31,5.0,34.395513,-119.54704,5,5.6,,,,,In_E In_F Off_E Off_F PB,In_E In_F Off_E Off_F PB
2020-37,A69-9001-4335,7/11/2020 17:39,5197.33,4586.73,5.0,34.395363,-119.547062,1,401.1,,,,,Off_E Off_F Off_G PB,Off_E Off_F PB
